FID,the_geom,OBJECTID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,PROVINCE10,PROVINCE_1,Shape_Leng,Source,Major_or_M,Known_or_a,Name,timeperiod,pid,en_name,Lat,Lon,featuretyp,awmc_mod,awmc_impor,awmc_class,creator,notes,timeperi_1
ba_roads_clean.2316,"MULTILINESTRING ((-2.954540000000634 55.029019999999946, -2.9616800000003423 54.96834999999919, -2.9444299999995565 54.92789000000084, -2.9350200000008044 54.89100999999937, -2.867099999999482 54.85294000000067, -2.845680000000357 54.8160599999992, -2.811779999999999 54.7756100000006, -2.8076099999998405 54.761930000000575, -2.7903600000008737 54.74764999999934, -2.7871200000008685 54.733140000000276, -2.7796500000004016 54.70958000000064, -2.7618099999999686 54.6846000000005, -2.687980000000607 54.64976000000024, -2.6764399999992747 54.638199999999415, -2.627070000000458 54.59180000000015, -2.6139800000000832 54.56681000000026, -2.6020900000003166 54.51802999999927, -2.601489999999103 54.4960200000005, -2.6127899999992223 54.478180000000066, -2.6116000000001804 54.467469999999594, -2.584240000000136 54.42879999999968, -2.585750000000189 54.40064999999959, -2.5741300000008778 54.38478000000032, -2.5675800000008167 54.34850000000006, -2.5634200000004057 54.29853000000003, -2.5675800000008167 54.2824700000001, -2.5776999999998225 54.26461999999992, -2.5860300000003917 54.24083000000064, -2.5765100000007806 54.20096999999987, -2.5669899999993504 54.18253000000004, -2.556880000000092 54.13731999999982, -2.5378400000008696 54.09806000000026, -2.5069100000000617 54.07307000000037, -2.4997700000003533 54.0564200000008, -2.505119999999806 54.03917000000001, -2.504530000000159 54.03024000000005, -2.471219999999448 53.99098000000049, -2.46704999999929 53.9713499999998, -2.46704999999929 53.92674000000079, -2.4700300000004063 53.919599999999264, -2.51404999999977 53.89342000000033, -2.5509299999994255 53.86486999999943, -2.5658000000003085 53.850000000000364, -2.5675800000008167 53.83810000000085, -2.5562800000006973 53.82144999999946, -2.535459999999148 53.79883999999947, -2.5092899999999645 53.7500600000003, -2.4991699999991397 53.73459999999977, -2.489659999999276 53.70603999999912, -2.4759799999992538 53.688790000000154, -2.4557499999991705 53.652500000000146, -2.4272000000000844 53.6227600000002, -2.403759999999238 53.60371999999916, -2.3882900000007794 53.57397999999921, -2.362119999999777 53.52341999999953, -2.3371299999998882 53.48236999999972, -2.3216799999990485 53.46915000000081, -2.3032600000005914 53.45119999999952, -2.256859999999506 53.42383999999947, -2.2253299999993033 53.406590000000506, -2.1842799999994895 53.38398000000052, -2.1610899999996036 53.37684000000081, -2.1212300000006508 53.37386999999944, -2.067689999999857 53.3703000000005, -2.0165300000007846 53.35245000000032, -2.00879999999961 53.3435300000001, -2.0016599999999016 53.32985000000008, -1.9612099999994825 53.306650000000445, -1.9231400000007852 53.27215000000069, -1.9128600000003644 53.263450000000375, -1.8794199999992998 53.22991000000002, -1.8020799999994779 53.17697000000044, -1.7883999999994558 53.15316999999959, -1.7348600000004808 53.11153000000013, -1.6831099999999424 53.067510000000766, -1.6016099999997095 53.01456999999937))",1866,0,0,0,0,0,0,0,2.77894464,BAtlas_9,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.2317,"MULTILINESTRING ((-1.1189900000007924 53.526089999999385, -1.164199999999198 53.54214999999925, -1.1856200000001422 53.55702000000019, -1.1957299999994575 53.577240000000586, -1.2052500000008308 53.60400999999922, -1.232609999999113 53.62661999999909, -1.3037000000003331 53.66051999999951, -1.3269000000000233 53.68966999999981, -1.3512900000004606 53.72595999999987, -1.3542600000000107 53.75511000000017, -1.353660000000616 53.80804999999975, -1.3596099999994635 53.827680000000385, -1.3467099999998027 53.879870000000665, -1.3489100000005578 53.88895000000048, -1.3493199999992953 53.89821999999924, -1.3548499999997148 53.96033999999969, -1.3566399999999135 53.98293999999987, -1.348309999999401 54.02695999999929, -1.3804299999992509 54.07454999999942, -1.4012500000008004 54.095970000000364, -1.4530099999992103 54.139989999999614, -1.4994100000003527 54.20721000000054, -1.5687099999995553 54.28989000000007, -1.6252199999998425 54.36781999999948, -1.644850000000531 54.38686000000047, -1.6712299999999232 54.4432199999992, -1.6656700000003184 54.45644999999979, -1.6728100000000268 54.638479999999674, -1.6831299999994371 54.661659999999756, -1.7085000000005834 54.70450999999963, -1.697200000000521 54.740209999999934, -1.684110000000146 54.764590000000794, -1.6900600000007557 54.77053999999964, -1.7441899999994348 54.78720000000067, -1.822120000000723 54.88714000000084, -1.8468099999990955 54.903790000000356, -1.8783399999992412 54.91747000000032, -1.9812500000006708 54.95079000000089, -2.0032599999995 54.96386999999953, -2.001379999999699 54.977860000000874, -1.9949300000007497 55.00729999999942, -1.988390000000436 55.01682000000085, -1.9889800000000832 55.03941999999921, -2.0002999999996973 55.058610000000044, -2.0954600000004007 55.08285000000069, -2.1263899999993896 55.10009999999977, -2.157919999999649 55.14650000000074, -2.1876699999992866 55.1768400000002, -2.1894499999998516 55.20003999999972, -2.2215699999997014 55.241679999999235, -2.229900000000214 55.265470000000334, -2.2630000000008295 55.29083999999966, -2.2762999999994804 55.32078999999982, -2.295930000000226 55.35469999999998, -2.33192000000048 55.37433000000061, -2.3354899999994814 55.38860999999997, -2.392599999999163 55.426079999999274, -2.394979999999066 55.43678999999969, -2.393790000000081 55.446309999999414, -2.397950000000492 55.457019999999886, -2.4229400000003807 55.47724000000028, -2.469329999999843 55.489740000000836, -2.537739999999758 55.51649999999967, -2.58028000000013 55.53376000000031, -2.6403599999994185 55.557549999999594, -2.678429999999935 55.57956000000013, -2.690919999999096 55.60810999999927, -2.7022199999992154 55.62595999999951, -2.7153099999995334 55.658680000000516, -2.72422999999975 55.696749999999156, -2.7682499999991137 55.737789999999336, -2.789070000000663 55.75979999999987, -2.822089999999662 55.77468000000056, -2.846480000000099 55.79966000000064, -2.905370000000403 55.848439999999755, -2.920239999999467 55.86033999999938, -2.9398700000001554 55.871639999999445, -2.9785400000000664 55.88830000000053, -3.061229999999341 55.945400000000575))",1867,0,0,0,0,0,0,0,4.08592059,BAtlas_9,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.2318,"MULTILINESTRING ((-0.7749299999995856 54.15924000000098, -0.7744299999994837 54.14991999999984, -0.7826700000005076 54.12711999999914, -0.8082500000000437 54.07714999999928, -0.810030000000495 54.07120000000043, -0.7737400000005437 54.0557399999999, -0.7588699999996038 54.03788999999966, -0.7540900000003603 54.02392999999938, -0.7350800000003801 53.99090000000069, -0.7190200000004552 53.97423999999961, -0.7011700000002179 53.94331000000051, -0.7100900000004913 53.92842999999999, -0.7088999999996304 53.91534999999942, -0.7057643378894909 53.91090561616846, -0.701759999999922 53.9052300000003, -0.7047399999992194 53.88976999999977))",1884,0,0,0,0,0,0,0,0.55546816,BAtlas_8,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.2319,"MULTILINESTRING ((-0.5588200000001962 53.67740000000049, -0.5730999999995561 53.66669000000002, -0.5754699999997115 53.65836999999925, -0.5730999999995561 53.63874000000038, -0.566549999999495 53.59946999999926, -0.5659599999997909 53.56675999999982, -0.5600099999991812 53.52154999999959, -0.561200000000099 53.49239999999918, -0.561200000000099 53.477530000000115, -0.55048999999957 53.37163999999939, -0.54752000000002 53.29728000000068, -0.539779999999098 53.24018000000075, -0.5389500000000567 53.234580000000335, -0.5401399999991554 53.21494999999953, -0.5296699999998964 53.182469999999796, -0.51301000000052 53.12001000000066, -0.5148000000008324 53.106930000000034, -0.5493600000008882 52.98235999999997, -0.5784500000008848 52.93085000000059, -0.5849899999993227 52.91538000000048, -0.5907000000006519 52.894319999999425, -0.5927300000002447 52.88326000000063, -0.6004599999996572 52.79879000000079, -0.5998600000002625 52.777369999999905, -0.590940000000046 52.745250000000055, -0.5778499999996711 52.724430000000325, -0.5177700000003824 52.6589899999999, -0.4874299999992218 52.634009999999876, -0.4576899999992179 52.6191400000007, -0.4208099999996193 52.60367000000042, -0.3995099999992817 52.58856000000014, -0.3894240387483023 52.58047327872896, -0.3694099999993341 52.561789999999746))",1887,0,0,0,0,0,0,0,4.80067566,BAtlas_8,1,1,,,,,,,,0,0,0,rbelange,,
ba_roads_clean.2320,"MULTILINESTRING ((-0.3694099999993341 52.561789999999746, -0.359839999999167 52.553700000000504, -0.3300899999994726 52.52573999999919, -0.3063000000001921 52.49302, -0.2866699999995035 52.469230000000664, -0.2682299999996758 52.432349999999246, -0.2545399999999063 52.401420000000144, -0.2406800000007365 52.3803599999992, -0.1980299999995054 52.357990000000484, -0.1624599999994985 52.317900000000066, -0.1193299999995361 52.25984000000068, -0.0759099999995669 52.21701000000036, -0.0610400000005029 52.18726000000072, -0.0390299999998547 52.126589999999965, -0.0170199999993201 52.06948000000011, -0.0015500000008046 52.0236800000003, -0.0003599999999437 52.00940000000088, -0.0051199999998062 51.97192000000007, -0.0045200000004115 51.95586000000014, 0.0038100000002714 51.937420000000316, 0.0121299999992743 51.91064999999992, 0.0130300000000148 51.90090000000055, 0.0133200000000215 51.89162000000033, 0.012430000000677 51.88601999999986, 0.0070799999994051 51.877699999999095, -0.0199900000006323 51.844030000000146, -0.0402200000007156 51.82797000000022, -0.0515200000008917 51.80595999999974, -0.0610400000005029 51.78216000000066, -0.0657900000005611 51.73813999999959, -0.0699600000007194 51.6834099999997, -0.0729300000002695 51.600130000000775, -0.0764999999991574 51.54183999999998, -0.0799255890620429 51.521885054982704, -0.1298887665996062 51.52157962547187, -0.1657799999992449 51.52251000000075, -0.3028400000001739 51.6210200000005, -0.3218699999997057 51.63815000000068, -0.31997000000041 51.66813000000002, -0.3380500000002371 51.73332999999917, -0.3535200000005716 51.74872999999934))",1887,0,0,0,0,0,0,0,4.80067566,BAtlas_8,1,1,,,,,,,,0,0,0,rbelange,,
ba_roads_clean.2321,"MULTILINESTRING ((-0.3535200000005716 51.74872999999934, -0.3123699999996461 51.764670000000535, -0.2849999999997976 51.781329999999855, -0.2463399999996341 51.80928999999918, -0.21124000000043 51.82891999999998, -0.1856599999991886 51.83487000000059, -0.1231999999999971 51.84973999999977, -0.1023800000001529 51.856879999999364, -0.0869099999999321 51.86103999999983, -0.0452700000004711 51.86044000000044, 0.0070799999994051 51.877699999999095, 0.012430000000677 51.88601999999986, 0.0133200000000215 51.89162000000033, 0.0130300000000148 51.90090000000055, 0.0564500000000976 51.92290999999932, 0.0972000000002708 51.953840000000184, 0.1477599999999484 51.99488000000014, 0.1620399999993083 52.009159999999724, 0.1834500000004482 52.0603200000005, 0.2024899999996705 52.091249999999604, 0.2209299999994982 52.11683000000079, 0.232830000000888 52.13645999999983, 0.2346099999995204 52.14420000000075))",1892,0,0,0,0,0,0,0,0.75295294,BAtlas_8,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.2322,"MULTILINESTRING ((0.459899999999891 51.795840000000624, 0.4276499999996304 51.8152399999999, 0.4008799999992334 51.836059999999634, 0.3580500000007305 51.86758000000009, 0.352469999999812 51.87364999999954, 0.3384200000000419 51.88423999999941, 0.3277099999995698 51.89791999999943, 0.3229499999997643 51.913979999999356, 0.3247300000002724 51.9354000000003, 0.3300899999994726 51.94908000000032, 0.3306799999991199 51.963949999999386, 0.337229999999181 51.98953000000074, 0.3324699999993754 52.025219999999536, 0.3235499999991589 52.033550000000105, 0.29558999999972 52.04009000000042, 0.2592999999997119 52.046039999999266, 0.2456199999996898 52.04961000000003, 0.1834500000004482 52.0603200000005))",1893,0,0,0,0,0,0,0,0.45210226,BAtlas_8,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.2323,"MULTILINESTRING ((1.082589999999982 51.93420999999944, 1.0588000000007014 51.930640000000494, 0.9499400000004243 51.90328000000045, 0.9204900000005409 51.898520000000644, 0.9044300000004455 51.88959000000074, 0.8975900000004913 51.88959000000068, 0.8928300000006857 51.88126999999986, 0.862489999999525 51.86579999999958))",1894,0,0,0,0,0,0,0,0.23269361,BAtlas_8,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.2324,"MULTILINESTRING ((1.0701000000008207 52.13527000000067, 1.0950900000007096 52.147759999999835, 1.1414800000002288 52.18880999999965, 1.1623099999997066 52.1941599999991, 1.187289999999848 52.20010999999977, 1.2729500000004919 52.23283000000083, 1.3437400000002526 52.257219999999506, 1.3975699999991775 52.27150000000074, 1.4237499999999272 52.28161, 1.4177999999992608 52.29053000000022, 1.3660500000005413 52.32147000000077, 1.3487999999997555 52.34050000000025, 1.320239999999103 52.36073000000033, 1.302400000000489 52.3726200000001, 1.278599999999642 52.38451999999961))",1897,0,0,0,0,0,0,0,0.56698468,BAtlas_8,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.2325,"MULTILINESTRING ((-1.1342700000004697 52.64542000000074, -1.0705199999992487 52.61948999999913, -1.0098500000003696 52.60045999999966, -0.9759400000002643 52.58677999999969, -0.9491699999998104 52.57904000000053, -0.9107999999995968 52.56358, -0.8144300000003568 52.5344299999997, -0.7632699999994088 52.51895999999954, -0.7353199999997173 52.507659999999305, -0.6630399999994552 52.48327000000063, -0.6309199999996054 52.47315999999955, -0.6089100000007761 52.45946999999978, -0.5684600000004139 52.431520000000205, -0.5297900000005029 52.40712999999954, -0.5244399999992311 52.4071299999996, -0.5184900000003267 52.40415000000024, -0.4697099999993384 52.39819999999963, -0.4012999999995372 52.39106000000004, -0.2620999999998617 52.3803599999992, -0.2406800000007365 52.3803599999992))",1906,0,0,0,0,0,0,0,0.94366374,BAtlas_8,1,1,,,,,,,,0,0,0,rbelange,,
ba_roads_clean.2326,"MULTILINESTRING ((-0.3694099999993341 52.561789999999746, -0.359839999999167 52.553700000000504, -0.3300899999994726 52.52573999999919, -0.3063000000001921 52.49302, -0.2866699999995035 52.469230000000664, -0.2682299999996758 52.432349999999246, -0.2545399999999063 52.401420000000144, -0.2406800000007365 52.3803599999992, -0.1980299999995054 52.357990000000484, -0.1624599999994985 52.317900000000066, -0.1193299999995361 52.25984000000068, -0.0759099999995669 52.21701000000036, -0.0610400000005029 52.18726000000072, -0.0390299999998547 52.126589999999965, -0.0170199999993201 52.06948000000011, -0.0015500000008046 52.0236800000003, -0.0003599999999437 52.00940000000088, -0.0051199999998062 51.97192000000007, -0.0045200000004115 51.95586000000014, 0.0038100000002714 51.937420000000316, 0.0121299999992743 51.91064999999992, 0.0130300000000148 51.90090000000055, 0.0133200000000215 51.89162000000033, 0.012430000000677 51.88601999999986, 0.0070799999994051 51.877699999999095, -0.0199900000006323 51.844030000000146, -0.0402200000007156 51.82797000000022, -0.0515200000008917 51.80595999999974, -0.0610400000005029 51.78216000000066, -0.0657900000005611 51.73813999999959, -0.0699600000007194 51.6834099999997, -0.0729300000002695 51.600130000000775, -0.0764999999991574 51.54183999999998, -0.0799255890620429 51.521885054982704))",1906,0,0,0,0,0,0,0,0.94366374,BAtlas_8,1,1,,,,,,,,0,0,0,rbelange,,
ba_roads_clean.2327,"MULTILINESTRING ((-2.264979999999923 51.86766999999969, -2.2507000000004496 51.88551999999987, -2.215009999999836 51.911930000000325, -2.1664700000000607 51.95190000000008, -2.1593300000002955 51.96760999999981, -2.1539799999991374 52.0011599999998, -2.1589700000003518 52.02043000000049, -2.180389999999477 52.043270000000234, -2.1925200000004565 52.07825000000042, -2.198229999999967 52.105380000000935, -2.2125099999993267 52.15392000000065, -2.2146499999998923 52.1767600000004, -2.2239300000001094 52.20459999999923, -2.2053699999996184 52.22816000000063, -2.188239999999496 52.2445800000005, -2.142550000000483 52.28384000000011, -2.114709999999775 52.31953000000061, -2.0875899999991248 52.360930000000735, -2.0611800000005474 52.379489999999294, -1.9619500000007406 52.438739999999655, -1.914839999999458 52.4644399999998, -1.8964104250948708 52.49849426185841, -1.8927100000000792 52.50512999999955, -1.878790000000663 52.54296000000079, -1.8473799999991911 52.5879299999998, -1.8302500000008877 52.6200599999994, -1.8275384945919768 52.63452980923444, -1.8259699999998134 52.642900000000736, -1.8052299999999377 52.639429999999265, -1.7348000000001207 52.61896999999959, -1.6477099999991651 52.59612000000027, -1.4935700000005454 52.56094999999914, -1.3933500000002823 52.51951000000014, -1.3112500000006548 52.492860000000235, -1.2962100000003716 52.48683999999952, -1.264090000000465 52.520150000000285, -1.2206700000005526 52.56774000000047, -1.177240000000893 52.60879000000017, -1.1342700000004697 52.64542000000074))",1906,0,0,0,0,0,0,0,0.94366374,BAtlas_8,1,1,,,,,,,,0,0,0,rbelange,,
ba_roads_clean.2328,"MULTILINESTRING ((4.424810000000434 36.89465005103807, 4.416259999999966 36.89181005103882, 4.407219999999143 36.88895005103842, 4.392229999999472 36.88610005103942, 4.379139999999097 36.88538005103936, 4.3539199999996185 36.888000051038716, 4.334886161698762 36.887400102077095, 4.321556161698936 36.88978010207717, 4.311086161697915 36.88955010207735, 4.3013361616985435 36.890740102076336, 4.2960961616982445 36.897160102078146, 4.290626161698071 36.89930010207672, 4.279206161699278 36.89906010207744, 4.2718261616983 36.89621010207645, 4.262786161697477 36.89597010207706, 4.2563561616979655 36.90156005103802, 4.245416161697847 36.90132005103874, 4.238516161697532 36.89895005103875, 4.232566161698685 36.8968000510385, 4.226376161698624 36.89490005103903, 4.218526161698719 36.89371005103828, 4.207106161697993 36.891570051039366, 4.200446161698835 36.893950051039326, 4.191636161697659 36.89490005103903, 4.179619242546551 36.89465853613319, 4.1712892425478 36.899178536133604, 4.1643892425476 36.90013853613294, 4.1579692425478925 36.901558536133564, 4.151309242546972 36.89680853613345, 4.143929242547813 36.89299853613318, 4.137029242547442 36.892518536132684, 4.128699242546929 36.89156853613298, 4.117399242546867 36.88949853613434, 4.105799242546993 36.888458536133385, 4.090179242546924 36.89008853613399, 4.067879242548145 36.89395853613263, 4.057759242547263 36.89544853613319, 4.046909242546803 36.895298536133396, 4.024149242547082 36.89722853613375, 4.012699242546887 36.899018536133894, 3.9860792425482714 36.89603853613278, 3.9775992425479103 36.89484853613379, 3.9661492425478855 36.89380853613284, 3.953267647844598 36.894563954424314, 3.942390000000273 36.89788464679219, 3.9301899999990724 36.90353464679316, 3.9212700000007317 36.90636464679267, 3.9162099999995235 36.91022464679321, 3.9111599999996542 36.91454464679322, 3.903420000000665 36.91766464679273, 3.8982199999992417 36.91915464679346, 3.8930099999998333 36.919004646793326, 3.884980000000837 36.91855464679389, 3.876360000000261 36.91692464679318, 3.8711500000008527 36.91201464679352, 3.8619299999991767 36.90086464679325, 3.8540499999999724 36.895804646793806, 3.848099999999363 36.898774646793356, 3.841259999999181 36.904574646792526, 3.833679999999788 36.904574646792526, 3.81955000000022 36.90442464679256, 3.806759999999599 36.90219464679245, 3.79336999999947 36.8983346467935, 3.7804400000003966 36.89625464679335, 3.774040000000241 36.894014646793494, 3.767649999999776 36.89312464679233, 3.7610999999998285 36.89164464679334, 3.749499999999955 36.88836464679264, 3.7408799999994358 36.885244646793296, 3.7310600000001273 36.88182464679227, 3.726150000000473 36.877284646792475, 3.722729999999615 36.87089464679383, 3.718570000000909 36.86509464679301, 3.7121700000006967 36.857954646793246, 3.7040775536716524 36.85306848067637, 3.6967100000001665 36.848620000000665, 3.6862999999995054 36.84163000000086, 3.6699399999997695 36.83092000000039, 3.6401999999998793 36.816720000000714, 3.6134299999994823 36.80527000000086, 3.5967700000002196 36.79947000000004, 3.570920757452541 36.789800808490725, 3.5594707574526296 36.78682080849143, 3.5520407574528576 36.78608080849199, 3.5434107574527616 36.785490808490465, 3.5333007574534463 36.78430080849148, 3.5276507574524203 36.78385080849188, 3.521250757452208 36.78132080849218, 3.5112907574529117 36.77299080849161, 3.5011807574535965 36.768830808491145, 3.4904707574531244 36.76392080849149, 3.485110757452162 36.760650808490425, 3.478420757451943 36.75812080849067, 3.469392355004061 36.75679316218685, 3.4644100000004983 36.75827000000032, 3.447309999999618 36.76020000000068, 3.438239999999496 36.762140000000784, 3.420690000000775 36.76541000000009, 3.406409999999653 36.76852999999943, 3.400910000000408 36.76913000000059, 3.3896100000001184 36.77075999999954, 3.3842600000006655 36.77151000000049, 3.378899999999703 36.77254999999968, 3.3643300000002796 36.766600000000835, 3.3574900000003254 36.764370000000895, 3.351090000000113 36.762730000000374, 3.3460400000004142 36.76109999999983, 3.335329999999999 36.76168999999942, 3.325070000000892 36.76972000000018, 3.3217900000000213 36.77389000000045, 3.3180799999990995 36.77759999999955, 3.3134699999992563 36.78191999999939, 3.3072431762695373 36.787959775105435, 3.3015931762706714 36.79048977510689, 3.2957931762698536 36.79286977510685, 3.2870131762697383 36.795249775106754, 3.2774931762698998 36.79896977510549, 3.2675331762707174 36.80193977510697, 3.2595031762697886 36.804169775106914, 3.2537031762705624 36.80282977510615, 3.2477299999990805 36.797379999999976))",1700,0,0,0,0,0,0,0,0.26202697,BAtlas_30,1,0,,RL,,,,,,0,0,0,rbelange,,
ba_roads_clean.2357,"MULTILINESTRING ((14.094390000000203 41.78888000000006, 14.101220000000467 41.78405000000021, 14.11044000000038 41.77616999999918, 14.116840000000593 41.77052000000003, 14.120849999999336 41.76441999999952, 14.128290000000561 41.75727999999981, 14.138849999999366 41.74850999999944, 14.1535700000004 41.73646000000008, 14.161599999999453 41.72753999999986, 14.165909999999712 41.721519999999146, 14.166059999999561 41.71586000000025, 14.169040000000678 41.70813000000089, 14.176180000000386 41.70544999999947, 14.18018999999913 41.702180000000226, 14.186439999999493 41.69504000000052, 14.187630000000354 41.68776000000071, 14.188969999999244 41.68031999999948, 14.192090000000462 41.67377999999917, 14.195959999999104 41.66961000000083, 14.201759999999922 41.66410999999971, 14.20487999999932 41.65473999999995, 14.205920000000333 41.64552000000003, 14.210380000000441 41.63875000000007, 14.213060000000041 41.632809999999154, 14.21440000000075 41.62358999999924, 14.216029999999591 41.61793000000034, 14.217819999999847 41.60574000000088))",2509,0,0,0,0,0,0,0,0.23444549,BAtlas_44,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.2329,"MULTILINESTRING ((2.394829999999331 36.57164999999992, 2.4027100000002974 36.574319999999716, 2.4092600000004722 36.57788000000079, 2.4134200000007695 36.58115999999973, 2.4229400000004375 36.58828999999969, 2.43066999999985 36.592759999999544, 2.439889999999764 36.5942400000003, 2.4482200000002763 36.5942400000003, 2.4586400000007416 36.592969999999696, 2.4666799999996556 36.592969999999696, 2.474710000000414 36.5925299999999, 2.4874999999992724 36.592080000000465, 2.498649999999543 36.59029999999996, 2.5060900000008246 36.590439999999944, 2.5142600000000357 36.59103999999934, 2.520660000000248 36.59134000000091, 2.5286899999991874 36.59088999999955, 2.5380600000008826 36.590439999999944, 2.5460899999998787 36.5911899999993, 2.55650000000054 36.59163000000092, 2.568989999999758 36.59401000000082, 2.5805899999996313 36.59654000000057, 2.5920399999994856 36.59802999999931, 2.606770000000381 36.60085000000083, 2.6124199999994744 36.60279000000094, 2.622079999999187 36.605460000000676, 2.641709999999989 36.61290000000008, 2.654950000000156 36.61944000000045, 2.6632800000006682 36.62523999999951, 2.6738399999995863 36.63112000000001, 2.6928700000007666 36.642869999999675, 2.7052199999998265 36.65075000000081, 2.731390000000829 36.664129999999204, 2.744329999999593 36.66949000000022, 2.763810000000433 36.67796000000095, 2.77764000000019 36.68332000000021, 2.786420000000305 36.6858499999999, 2.8029200000000287 36.691570000000866, 2.8119900000001508 36.695439999999564, 2.820170000000928 36.701540000000136, 2.8292500000007976 36.70852999999994, 2.8491699999994466 36.72102000000092, 2.8576499999999783 36.73008999999911, 2.8641900000001783 36.740050000000394, 2.869249999999795 36.74584999999945, 2.875790000000052 36.750239999999394, 2.883379999999363 36.75231999999971, 2.890369999999166 36.757085404245345, 2.894379999999842 36.767345404246214, 2.9019700000008015 36.782515404244975, 2.907769999999857 36.7944054042448, 2.912080000000117 36.79916540424642, 2.920109999999113 36.80273540424537, 2.9285899999995877 36.803925404246286, 2.9363200000007623 36.80511540424527, 2.9451000000008776 36.80645540424604, 2.951039999999921 36.80794540424654, 2.9662100000004443 36.8103254042465, 2.9770700000008787 36.81151540424548, 2.9871800000000235 36.81165540424553, 2.992689999999243 36.812845404246445, 3.005619999999851 36.81418540424539, 3.012170000000026 36.81522540424635, 3.0200499999992303 36.813745404245594, 3.025550000000237 36.81195540424528, 3.033429999999612 36.80719540424542, 3.05277000000018 36.79292540424581, 3.0590100000008533 36.78727540424484, 3.0607999999993467 36.78132540424599, 3.0593100000006075 36.77433540424619, 3.0576700000002575 36.768085404245824, 3.0588599999992425 36.76109540424585, 3.0622800000001575 36.756785404245534, 3.0701700000008714 36.75172540424609, 3.08131999999938 36.747265404246036, 3.092329999999606 36.74533540424568, 3.1016899999995644 36.74488999999994, 3.11105999999927 36.74324999999959, 3.1158200000008947 36.74160999999924, 3.1266799999993964 36.73670999999922, 3.134860000000117 36.73120000000017, 3.1427399999992645 36.731649999999775, 3.1482400000004986 36.733879999999886, 3.153889999999535 36.73432999999943, 3.174119999999732 36.73893999999933, 3.1815499999993335 36.73833999999994, 3.1882499999993 36.73790000000014, 3.1950899999992544 36.73715000000095, 3.207879999999875 36.735960000000034, 3.2176899999996067 36.739530000000684, 3.223050000000569 36.74339999999938, 3.226020000000119 36.748159999999245, 3.2289999999994166 36.752469999999505, 3.2309299999997734 36.75960999999927, 3.2338999999993234 36.765999999999735, 3.23881000000074 36.770469999999534, 3.2502600000007646 36.779979999999284, 3.2520499999991443 36.78607999999991, 3.2515999999995415 36.792180000000485, 3.2477299999990805 36.797379999999976, 3.238359999999375 36.79961000000009))",1700,0,0,0,0,0,0,0,0.26202697,BAtlas_30,1,0,,RL,,,,,,0,0,0,rbelange,,
ba_roads_clean.2330,"MULTILINESTRING ((4.336479999999881 36.81885999999946, 4.331350000000327 36.81838000000056, 4.327740000000631 36.81221000000005, 4.324409999999375 36.80174000000079, 4.324650000000588 36.79389000000094, 4.324889999999982 36.78842000000077, 4.324889999999982 36.78270999999961, 4.3239400000002775 36.7774700000009, 4.323220000000219 36.772479999999746, 4.319890000000726 36.764269999999726, 4.316320000000019 36.75998000000078, 4.315370000000314 36.75475000000006, 4.315130000000863 36.74975000000097, 4.315609999999708 36.743800000000135, 4.316559999999299 36.736670000000345, 4.316320000000019 36.730480000000284, 4.315130000000863 36.72263000000021, 4.312519999999495 36.71762999999913, 4.308950000000607 36.71002000000044, 4.3053799999999 36.70216000000079, 4.3001399999994305 36.69573999999932))",1703,0,0,0,0,0,0,0,0.14072231,BAtlas_30,0,0,,RL,,,,,,0,0,0,rbelange,,
ba_roads_clean.2331,"MULTILINESTRING ((4.424810000000434 36.89465005103807, 4.434371657762881 36.89232493053947, 4.444361657763238 36.88911493053871, 4.453641657763512 36.88447493053957, 4.460139999999228 36.87930000000051, 4.460139999999228 36.8739499999993, 4.453359999999577 36.86680999999953, 4.442300000000728 36.86217000000039, 4.431940000000452 36.85788999999937, 4.4244500000004905 36.85610000000082, 4.415880000000527 36.85038999999966, 4.408390000000566 36.84468000000027, 4.401610000000915 36.841469999999504, 4.389830000000018 36.83432999999974, 4.376270000000716 36.827900000000284, 4.355559999999912 36.822910000000775, 4.342103880197158 36.819084876233546, 4.336479999999881 36.81885999999946, 4.331350000000327 36.81838000000056))",1703,0,0,0,0,0,0,0,0.14072231,BAtlas_30,0,0,,RL,,,,,,0,0,0,rbelange,,
ba_roads_clean.2332,"MULTILINESTRING ((4.3299800000004325 36.68752999999924, 4.321799999999712 36.689080000000104))",1704,0,0,0,0,0,0,0,0.00880842,,,,,,,,,,,0,0,0,,,
ba_roads_clean.2333,"MULTILINESTRING ((4.321799999999712 36.689080000000104, 4.315370000000257 36.6909799999994, 4.30895000000055 36.69122000000061, 4.3001399999994305 36.69573999999932))",1705,0,0,0,0,0,0,0,0.02127298,BAtlas_30,0,0,,,,,,,,0,0,0,,,
