FID,the_geom,OBJECTID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,PROVINCE10,PROVINCE_1,Shape_Leng,Source,Major_or_M,Known_or_a,Name,timeperiod,pid,en_name,Lat,Lon,featuretyp,awmc_mod,awmc_impor,awmc_class,creator,notes,timeperi_1
ba_roads_clean.1113,"MULTILINESTRING ((-7.601210000000654 39.284030000000826, -7.5372800000004645 39.31329000000005, -7.411770000000615 39.375159999999596, -7.3826200000003155 39.39419000000089, -7.352870000000621 39.409059999999954, -7.339190000000599 39.415610000000015, -7.327289999999266 39.419770000000426, -7.317180000000008 39.42215000000033, -7.297549999999319 39.42393000000084, -7.271380000000136 39.425719999999274))",2428,0,0,0,0,0,0,0,0.36114355,BAtlas_26,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1114,"MULTILINESTRING ((-6.380615244739375 39.45355112824858, -6.3257900000007865 39.42873999999942, -6.310629999999826 39.41296999999946, -6.299919999999351 39.39898999999973, -6.290399999999852 39.38621000000059, -6.28385999999956 39.37816999999999, -6.271960000000035 39.3585399999993))",2429,0,0,0,0,0,0,0,0.14174522,BAtlas_26,0,0,,R,,,,,,0,0,0,rbelange,,
ba_roads_clean.1115,"MULTILINESTRING ((-6.380615244739375 39.45355112824858, -6.4170604233601125 39.46322598758211, -6.442940000000783 39.469580000001024, -6.49099999999994 39.46623999999982, -6.5205100000002325 39.467199999999245, -6.52907000000047 39.46719999999929, -6.564759999999331 39.46148999999972, -6.597599999999139 39.45767999999955))",2430,0,0,0,0,0,0,0,0.22698387,BAtlas_26,0,0,,R,,,,,,0,0,0,rbelange,,
ba_roads_clean.1116,"MULTILINESTRING ((-6.52907000000047 39.46719999999929, -6.551439999999192 39.485759999999615, -6.593790000000748 39.51144999999993, -6.669459999999011 39.55856999999927, -6.736080000000564 39.60806000000054, -6.7589299999999 39.62829000000066, -6.781290000000729 39.644940000000155, -6.836970000000214 39.680160000000015, -6.8760000000001815 39.709189999999616, -6.885940000000036 39.71660999999964, -6.891637390203927 39.72497927851092))",2430,0,0,0,0,0,0,0,0.22698387,BAtlas_26,0,0,,R,,,,,,0,0,0,rbelange,,
ba_roads_clean.1117,"MULTILINESTRING ((-6.380615244739375 39.45355112824858, -6.354346782847901 39.475295500306466, -6.342520000000064 39.48528000000078, -6.325870000000596 39.486709999999285, -6.307310000000091 39.48337999999974, -6.2706600000001265 39.477189999999666, -6.222120000000237 39.47053000000051, -6.164539999999792 39.46434000000052, -6.099340000000562 39.458150000000394, -6.039849999999087 39.456249999999265, -5.9499099999992815 39.45624999999932, -5.899939999999343 39.457679999999534, -5.875200000000424 39.46481999999922))",2432,0,0,0,0,0,0,0,0.50055319,BAtlas_26,0,0,,R,,,,,,0,0,0,rbelange,,
ba_roads_clean.1118,"MULTILINESTRING ((-6.117589999999836 38.961020000000644, -6.0987499999992 38.98380999999972, -6.062340000000404 39.04484000000048, -6.053770000000441 39.0612600000004, -6.037000000000262 39.07125000000087, -6.004880000000412 39.091959999999744, -5.95882999999958 39.11729999999989, -5.904940000000352 39.149419999999736, -5.891379999999117 39.171909999999116, -5.875669999999445 39.213659999999436, -5.86211000000003 39.25880999999936, -5.857470000000831 39.29576000000088, -5.855680000000575 39.336090000000695, -5.866389999999228 39.366070000000036, -5.8735300000007555 39.39890999999989, -5.877459999999701 39.435310000000754, -5.8763899999994464 39.451020000000426, -5.875200000000424 39.46481999999922, -5.871390000000247 39.48421000000053, -5.857830000000831 39.515260000000126, -5.851759999999558 39.54220999999961, -5.850689999999304 39.572190000000774, -5.834629999999379 39.60431000000062, -5.812850000000253 39.64820999999938, -5.797150000000329 39.682300000000396, -5.793939999999566 39.71406999999999, -5.7885800000003655 39.72406000000046, -5.781800000000658 39.73048000000017, -5.768239999999423 39.734049999999115, -5.740760000000591 39.74332999999933, -5.713630000000194 39.76224999999977, -5.696140000000014 39.7854499999994, -5.675800000000891 39.80508000000009, -5.647600000000239 39.82452999999987, -5.614760000000388 39.83951999999954, -5.588349999999991 39.85772999999972, -5.565510000000359 39.8748599999999))",2433,0,0,0,0,0,0,0,1.17019759,BAtlas_26,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.1119,"MULTILINESTRING ((-5.565510000000359 39.8748599999999, -5.545089999999618 39.887650000000576))",2434,0,0,0,0,0,0,0,0.02409482,BAtlas_26,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.1120,"MULTILINESTRING ((-5.9387399999995765 38.96130000000102, -5.945750000000771 38.96708000000035, -5.962410000000091 38.98373999999967, -6.017610000000786 39.038469999999506))",2435,0,0,0,0,0,0,0,0.11037938,BAtlas_26,0,0,,R,,,,,,0,0,0,rbelange,,
ba_roads_clean.1121,"MULTILINESTRING ((-4.869090000000142 37.708329999999535, -4.82406000000077 37.66555999999957, -4.819922099723499 37.6598961958299))",2437,0,0,0,0,0,0,0,0.06210454,BAtlas_26,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1122,"MULTILINESTRING ((15.252140000000509 40.78259000000071, 15.263839999999618 40.79182000000037, 15.280979999999545 40.79967000000033, 15.294780000000173 40.810380000000805, 15.3062000000009 40.82274999999936, 15.322140000000218 40.83131999999932, 15.340459999999439 40.8460699999996, 15.349029999999402 40.85726000000068, 15.372110000000248 40.87176999999974, 15.380909999999858 40.877010000000155, 15.384009999999762 40.88818999999967, 15.373779999999897 40.90388999999959, 15.370440000000599 40.91614999999911, 15.368780000000697 40.936139999999796, 15.375679999999193 40.95398000000023, 15.388530000000173 40.97777999999926, 15.402330000000802 41.00300000000061, 15.40827999999965 41.011210000000574, 15.413510000000315 41.01977000000079, 15.416839999999866 41.0319099999997, 15.418990000000122 41.04594999999972, 15.420690000000832 41.05394999999953))",2439,0,0,0,0,0,0,0,0.3544465,BAtlas_45,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.1123,"MULTILINESTRING ((15.420690000000832 41.05394999999953, 15.411509999999907 41.04642000000058, 15.390810000000783 41.02976999999919, 15.373680000000604 41.01929999999993, 15.352030000000013 41.01049000000057, 15.329420000000027 41.00525999999991, 15.29968000000008 40.99978999999985, 15.286350000000311 40.996689999999944, 15.244950000000244 40.99098000000049, 15.23472000000038 40.98978999999963, 15.21140000000014 40.989079999999376, 15.188799999999901 40.99216999999953, 15.169050000000425 40.99503000000004, 15.14716000000044 41.00098000000071, 15.127880000000005 41.00883000000067))",2440,0,0,0,0,0,0,0,0.31070928,BAtlas_45,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.1124,"MULTILINESTRING ((15.0931700000001 41.02248999999938, 15.079100000000835 41.01778000000013, 15.064350000000559 41.011350000000675, 15.054120000000694 41.0032599999995, 15.030319999999847 40.982560000000376, 15.009620000000723 40.96947, 14.986300000000483 40.95780999999988, 14.970839999999953 40.95328999999947, 14.954659999999421 40.94686999999976, 14.923249999999825 40.93783000000076, 14.902309999999488 40.9309200000007, 14.876369999999952 40.92783000000054, 14.860670000000027 40.925929999999425))",2442,0,0,0,0,0,0,0,0.25626492,BAtlas_45,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1125,"MULTILINESTRING ((15.012950000000274 41.063319999999294, 15.03117999999995 41.0667799999992, 15.054700000000594 41.06963999999971, 15.072190000000774 41.07597999999962, 15.080480000000534 41.08260999999948, 15.089529999999286 41.08970000000045, 15.094349999999395 41.09814000000006, 15.09555999999975 41.10838999999942, 15.097219999999652 41.12482000000091, 15.098120000000563 41.136280000000625, 15.103100000000268 41.14697999999953, 15.111539999999877 41.157540000000154, 15.116359999999986 41.163039999999455, 15.127220000000307 41.17253999999957, 15.147720000000845 41.18445000000065, 15.152280000000246 41.189730000000054))",2443,0,0,0,0,0,0,0,0.2087611,BAtlas_45,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1126,"MULTILINESTRING ((15.506980000000112 40.073449999999866, 15.493179999999484 40.07273999999961, 15.474379999999655 40.08035000000018, 15.462960000000749 40.08534999999938, 15.437739999999394 40.09081999999944, 15.415129999999408 40.0920100000003, 15.39419000000089 40.09153999999944, 15.366120000000592 40.088920000000144, 15.357070000000022 40.085109999999986, 15.34994000000006 40.07963999999993, 15.335180000000037 40.07084000000032, 15.309960000000501 40.07130999999936, 15.292589999999109 40.07464000000073, 15.28331000000071 40.08035000000018, 15.268799999999828 40.08915999999954, 15.254520000000412 40.10009999999966, 15.239050000000134 40.107239999999365, 15.215969999999288 40.12032999999974, 15.194320000000516 40.12912999999935, 15.185520000000906 40.133420000000115, 15.178379999999379 40.14245999999912, 15.173140000000785 40.148880000000645, 15.170050000000629 40.15482999999949, 15.16837999999916 40.162679999999455, 15.167670000000726 40.17124999999942, 15.167190000000119 40.17981999999938, 15.165530000000217 40.18766999999934, 15.158869999999297 40.19599999999991, 15.14172999999937 40.20528000000013))",2445,0,0,0,0,0,0,0,0.43554369,BAtlas_45,1,1,,,,,,,,0,0,0,,,
ba_roads_clean.1127,"MULTILINESTRING ((15.14172999999937 40.20528000000013, 15.121510000000853 40.22219000000041, 15.097239999999147 40.25503000000026, 15.08582000000024 40.26930999999968, 15.06630000000041 40.28679999999986, 15.036560000000463 40.3051200000009))",2446,0,0,0,0,0,0,0,0.14661798,BAtlas_45,1,0,,,,,,,,0,0,0,,,
ba_roads_clean.1128,"MULTILINESTRING ((15.036560000000463 40.3051200000009, 15.019430000000284 40.31962999999996, 15.005390000000261 40.33748000000014, 15.000159999999596 40.356040000000576, 15.004440000000614 40.39077999999972, 15.007770000000164 40.40839000000051, 15.013240000000224 40.421589999999924, 15.017729999999574 40.4360400000005, 15.020140000000538 40.445630000000165))",2447,0,0,0,0,0,0,0,0.15671793,BAtlas_45,1,1,,,,,,,,0,0,0,,,
ba_roads_clean.1129,"MULTILINESTRING ((33.98351999999977 24.816600000000108, 33.968590000000404 24.823169999999664, 33.95240999999987 24.828410000000076, 33.945739999999205 24.83364000000074, 33.9433599999993 24.846020000000863, 33.938130000000456 24.865050000000338, 33.93241999999918 24.876000000000204))",2973,0,0,0,0,0,0,0,0.0864866,BAtlas80,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1130,"MULTILINESTRING ((33.93241999999918 24.876000000000204, 33.92576000000008 24.882180000000517, 33.90624000000025 24.905979999999545, 33.89386999999988 24.91740000000027, 33.875309999999445 24.9312000000009))",2974,0,0,0,0,0,0,0,0.07983028,BAtlas80,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1131,"MULTILINESTRING ((34.15323999999964 24.73732999999993, 34.15027999999984 24.725619999999253, 34.14219000000048 24.70944000000054, 34.13314999999966 24.69991999999911, 34.12219999999979 24.69658999999956, 34.111730000000534 24.69373000000087, 34.104119999999966 24.68706999999995, 34.09984000000077 24.683740000000398, 34.0965099999994 24.678029999999126, 34.09222000000045 24.66612999999961))",2976,0,0,0,0,0,0,0,0.10039047,BAtlas80,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1136,"MULTILINESTRING ((35.63998999999967 31.818409999999858, 35.6539300000004 31.82032000000072, 35.679149999999936 31.819369999999253, 35.70009000000027 31.81698999999935, 35.71674999999959 31.80365999999958, 35.73436000000038 31.799849999999424, 35.752440000000206 31.79033999999956, 35.76766999999927 31.79033999999956, 35.781950000000506 31.786050000000614, 35.79098999999951 31.785579999999754, 35.80146000000059 31.793190000000322, 35.8087400000004 31.79700000000048))",2990,0,0,0,0,0,0,0,0.18051829,BAtlas71,1,1,,,,,,,,0,0,0,,,
ba_roads_clean.1137,"MULTILINESTRING ((35.91971999999987 31.594750000000204, 35.91971999999987 31.608070000000225, 35.91306000000077 31.622349999999642, 35.90591999999924 31.635200000000623, 35.90544000000045 31.645189999999275, 35.924479999999676 31.651379999999335, 35.94542000000001 31.658989999999903, 35.951129999999466 31.670889999999417, 35.95588999999927 31.68754000000081, 35.951600000000326 31.698969999999463, 35.95350999999937 31.711810000000696, 35.94731999999931 31.73751000000084, 35.94446000000062 31.755600000000413, 35.94446000000062 31.771779999999126, 35.947799999999916 31.787959999999657, 35.947799999999916 31.795099999999366, 35.94398999999976 31.808899999999994, 35.92923999999948 31.83459000000039, 35.91923999999926 31.84893000000011))",2992,0,0,0,0,0,0,0,0.29700211,BAtlas71,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1138,"MULTILINESTRING ((35.771199999999226 31.56492000000071, 35.79027999999926 31.56999999999971, 35.80550000000039 31.584279999999126, 35.81739999999991 31.599029999999402, 35.83690999999999 31.60950000000048, 35.85309000000052 31.614729999999327, 35.864990000000034 31.622349999999642, 35.874980000000505 31.62996000000021, 35.88688000000002 31.63661999999931, 35.89688000000024 31.63996000000043, 35.90544000000045 31.645189999999275))",2993,0,0,0,0,0,0,0,0.15961309,BAtlas71,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1139,"MULTILINESTRING ((35.92733000000044 31.496240000000398, 35.92400000000089 31.520510000000286, 35.91590999999971 31.536690000000817, 35.912099999999555 31.55334000000039, 35.904969999999594 31.56905000000006, 35.90258999999969 31.579040000000532, 35.9040100000002 31.585699999999633, 35.911630000000514 31.59045999999944, 35.91971999999987 31.594750000000204))",2994,0,0,0,0,0,0,0,0.11214072,BAtlas71,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1140,"MULTILINESTRING ((35.92733000000044 31.496240000000398, 35.93803999999909 31.480059999999867, 35.95135999999911 31.46624999999949, 35.969450000000506 31.44578999999976, 35.98515000000043 31.42627999999968, 35.98610000000008 31.41581000000042, 35.97467999999935 31.40581999999995, 35.97278000000006 31.394389999999476, 35.97564000000057 31.377739999999903, 35.97467999999935 31.35870000000068, 35.96611999999914 31.33490999999958, 35.95754999999917 31.30825999999979, 35.94613000000027 31.28922000000057, 35.936610000000655 31.273520000000644, 35.92805000000044 31.257340000000113, 35.91614999999911 31.24829999999929, 35.90063000000009 31.232120000000577, 35.88779000000068 31.22498000000087, 35.879220000000714 31.223550000000614, 35.869699999999284 31.22544999999991, 35.86160999999993 31.226880000000165, 35.832109999999375 31.243060000000696, 35.81734999999935 31.2478200000005, 35.80164999999943 31.249250000000757, 35.78642000000036 31.257809999999154, 35.76642999999967 31.259720000000016, 35.755489999999554 31.26590000000033, 35.742560000000594 31.268910000000687))",2995,0,0,0,0,0,0,0,0.48329879,BAtlas71,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1141,"MULTILINESTRING ((35.73450000000048 31.162640000000465, 35.733070000000225 31.150260000000344, 35.72479000000021 31.136459999999715, 35.7186099999999 31.115999999999985, 35.70955999999933 31.100290000000314, 35.706710000000385 31.093150000000605, 35.712900000000445 31.068409999999858, 35.71812999999929 31.039380000000165, 35.71908000000076 31.025100000000748, 35.71574999999939 31.01795999999922, 35.71241999999984 31.00748999999996, 35.720509999999194 30.989410000000134, 35.72622000000047 30.97798999999941, 35.72527000000082 30.969419999999445, 35.720030000000406 30.963239999999132, 35.71098999999958 30.956570000000283, 35.71098999999958 30.943719999999303, 35.71574999999939 30.936110000000554, 35.71147000000019 30.929449999999633, 35.707179999999425 30.91660000000047, 35.69814000000042 30.9108899999992))",2997,0,0,0,0,0,0,0,0.2780502,BAtlas71,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1142,"MULTILINESTRING ((35.69814000000042 30.9108899999992, 35.68766999999934 30.89709000000039, 35.6872000000003 30.89090000000033, 35.67577999999958 30.88709000000017, 35.66388000000006 30.879000000000815, 35.656740000000354 30.86758000000009, 35.65198000000055 30.85377999999946, 35.649600000000646 30.82999000000018, 35.64436999999998 30.795249999999214, 35.64436999999998 30.7766900000006, 35.65150999999969 30.751940000000104, 35.659600000000864 30.72718999999961, 35.653879999999845 30.715770000000703, 35.64722000000074 30.70959000000039, 35.633420000000115 30.70291999999972, 35.62199999999939 30.693880000000718, 35.61677000000054 30.68340999999964, 35.62104999999974 30.668659999999363, 35.627230000000054 30.660570000000007, 35.636280000000625 30.65294999999969, 35.64245999999912 30.64676999999938, 35.64805999999953 30.642250000000786))",2998,0,0,0,0,0,0,0,0.32418267,BAtlas71,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1143,"MULTILINESTRING ((35.54414999999972 30.214429999999993, 35.53491000000031 30.22892999999931, 35.52063000000089 30.239400000000387, 35.51111999999921 30.247489999999743, 35.51111999999921 30.27462000000014, 35.4997000000003 30.29840999999942, 35.489700000000084 30.316020000000208, 35.47827999999936 30.326489999999467, 35.46495999999934 30.326489999999467, 35.456389999999374 30.326020000000426, 35.44402000000082 30.333629999999175))",3000,0,0,0,0,0,0,0,0.17307604,BAtlas71,1,1,,,,,,,,0,0,0,,,
ba_roads_clean.1144,"MULTILINESTRING ((35.93594999999914 30.8433100000002, 35.94546000000082 30.858539999999266, 35.95641000000069 30.872339999999895, 35.967829999999594 30.89090000000033))",3002,0,0,0,0,0,0,0,0.05736382,BAtlas71,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1145,"MULTILINESTRING ((35.60315000000088 30.335530000000347, 35.57807999999943 30.327919999999835, 35.5656999999992 30.32743999999923, 35.551900000000444 30.32743999999923, 35.53858000000042 30.328869999999426, 35.52477999999974 30.326489999999467, 35.512399999999616 30.323640000000637, 35.49813 30.32221000000027, 35.47827999999936 30.326489999999467, 35.46495999999934 30.326489999999467, 35.456389999999374 30.326020000000426, 35.44402000000082 30.333629999999175, 35.43721000000005 30.334580000000756, 35.42769000000055 30.33743999999939, 35.419599999999264 30.34837999999951, 35.4148399999994 30.35981000000004, 35.40151999999955 30.359329999999375, 35.38438999999937 30.361709999999334, 35.37248999999974 30.36693999999983, 35.35868999999906 30.372649999999453, 35.35150790630098 30.373279663009328, 35.34693671213114 30.377633088857976, 35.34158292486802 30.383343795272026, 35.338013733359276 30.391552935742197, 35.32909075458741 30.404402025173567, 35.32587848222943 30.409398893285925, 35.32016777581555 30.414038842247294, 35.31088787789275 30.419392629510412, 35.29665404621517 30.430646819150354, 35.28982964799121 30.43117096148916, 35.272697528749234 30.440450859411953, 35.26234687337393 30.446875404127752, 35.2555654095072 30.451872272239882, 35.246999349886266 30.45936757440836, 35.23771945196347 30.466862876576613, 35.23058106894598 30.473287421292355, 35.225941119984554 30.480068885159085, 35.219873494419744 30.485779591572964, 35.20916591989351 30.494345651194067, 35.20238445602695 30.50184095336232, 35.18989228574634 30.51040701298342, 35.174187843107745 30.520757668358726, 35.159686322067046 30.525825259383566))",3003,0,0,0,0,0,0,0,0.42388725,BAtlas71,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1146,"MULTILINESTRING ((35.117770000000746 32.91899000000012, 35.14347000000089 32.91947000000073, 35.17107000000033 32.91518999999971, 35.19628999999986 32.917090000000826, 35.235319999999774 32.91851999999926, 35.26720000000023 32.92232999999942, 35.29337999999916 32.927560000000085, 35.30289000000084 32.92850999999973, 35.315740000000005 32.92707999999948, 35.32336000000032 32.930889999999636, 35.33335000000079 32.933750000000146, 35.352390000000014 32.93613000000005, 35.37141999999949 32.94040999999925, 35.39284000000043 32.93137000000024, 35.42233999999917 32.921370000000024, 35.445190000000366 32.91566000000057, 35.472789999999804 32.9123299999992, 35.499439999999595 32.910900000000765))",3036,0,0,0,0,0,0,0,0.38931656,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1147,"MULTILINESTRING ((35.624180000000706 32.90342000000055, 35.63292999999976 32.91613999999936, 35.64292000000023 32.933750000000146, 35.64054000000033 32.950880000000325, 35.638639999999214 32.96515999999974, 35.63435000000027 32.97847999999976, 35.63244999999915 32.997989999999845, 35.63244999999915 33.00703000000067, 35.63578000000052 33.01560000000063))",3039,0,0,0,0,0,0,0,0.11921595,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1148,"MULTILINESTRING ((35.53204000000005 33.90314000000035, 35.52498999999989 33.88839000000007, 35.53737000000001 33.860790000000634, 35.559259999999995 33.84174999999959, 35.57495999999992 33.83271000000059, 35.599710000000414 33.83175999999912, 35.61160999999993 33.82890000000043, 35.62920999999915 33.81985999999961, 35.66443000000072 33.807489999999234, 35.74438000000009 33.803680000000895, 35.7753100000009 33.8084400000007, 35.793400000000474 33.81177000000025, 35.81434000000081 33.8060600000008, 35.82623000000058 33.80939000000035, 35.843839999999545 33.814619999999195, 35.863830000000235 33.81558000000041, 35.876679999999396 33.817479999999705))",3044,0,0,0,0,0,0,0,0.40300213,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1149,"MULTILINESTRING ((35.876679999999396 33.817479999999705, 35.893519999999626 33.82128999999986, 35.91256000000067 33.82795000000078, 35.92446000000018 33.833660000000236, 35.946350000000166 33.8422300000002, 35.963480000000345 33.854119999999966))",3045,0,0,0,0,0,0,0,0.09499572,BAtlas69,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1150,"MULTILINESTRING ((35.963480000000345 33.854119999999966, 35.980139999999665 33.864120000000185, 35.99583999999959 33.86887999999999, 36.01154999999926 33.87458999999944, 36.041049999999814 33.89028999999937, 36.06864999999925 33.90933000000041, 36.09053999999924 33.92930999999953, 36.117669999999634 33.955009999999675, 36.13528000000042 33.96500999999989, 36.16411999999946 33.98214000000007, 36.177920000000086 33.99736999999914, 36.195050000000265 34.00640999999996, 36.20110999999997 34.020010000000184))",3046,0,0,0,0,0,0,0,0.29511268,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1151,"MULTILINESTRING ((36.20110999999997 34.020010000000184, 36.20075999999972 34.00592999999935, 36.195050000000265 33.987849999999526, 36.188389999999345 33.97689999999966, 36.18362999999954 33.96690999999919, 36.19076999999925 33.95881999999983, 36.19886000000042 33.951680000000124, 36.205519999999524 33.944069999999556, 36.21265999999923 33.937879999999495, 36.22931000000062 33.93217000000004, 36.23739999999998 33.92265000000043, 36.22978999999941 33.90314000000035, 36.22218000000066 33.88885999999911, 36.211230000000796 33.87315999999919, 36.20027999999911 33.856980000000476, 36.18457999999919 33.834609999999884, 36.17554000000018 33.82318999999916, 36.15983000000051 33.80225000000064, 36.155070000000705 33.78939999999966, 36.14746000000014 33.77275000000009, 36.13603999999941 33.757040000000416, 36.124620000000505 33.74561999999969, 36.11414999999943 33.734669999999824, 36.107959999999366 33.72801000000072, 36.10986000000048 33.7146900000007, 36.10606000000007 33.70089000000007, 36.09367999999995 33.6851800000004, 36.08892999999989 33.67424000000028, 36.08940000000075 33.65805999999975, 36.08606999999938 33.64521000000059, 36.087970000000496 33.636640000000625, 36.0927300000003 33.633780000000115))",3047,0,0,0,0,0,0,0,0.46735274,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1152,"MULTILINESTRING ((36.23554999999942 33.33396999999968, 36.22983999999997 33.314940000000206, 36.22364999999991 33.28734000000077, 36.21983999999975 33.269249999999374, 36.21983999999975 33.24497999999949, 36.22602999999981 33.21594999999979, 36.23221999999987 33.20167000000038, 36.227929999999105 33.18786999999975, 36.21556000000055 33.16217999999935, 36.20365999999922 33.13647999999921, 36.19889999999941 33.1203000000005, 36.19129000000066 33.10316000000057, 36.18606 33.09555))",3051,0,0,0,0,0,0,0,0.252296,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1153,"MULTILINESTRING ((36.18606 33.09555, 36.184149999999136 33.08650999999918, 36.179299999999785 33.077470000000176, 36.17700999999943 33.06984999999986, 36.17273000000023 33.06033000000025, 36.16892000000007 33.05366999999933, 36.163689999999406 33.041769999999815, 36.160359999999855 33.03701999999976))",3053,0,0,0,0,0,0,0,0.06436529,BAtlas69,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1154,"MULTILINESTRING ((36.160359999999855 33.03701999999976, 36.14456000000064 33.01845999999932, 36.132659999999305 33.00941000000057, 36.10695999999916 32.98514000000068, 36.08649999999943 32.964200000000346, 36.06936999999925 32.94563999999991, 36.062229999999545 32.930420000000595, 36.05698999999913 32.91328000000067, 36.05557000000044 32.907569999999396))",3054,0,0,0,0,0,0,0,0.169825,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1156,"MULTILINESTRING ((36.69918999999936 33.647829999999885, 36.70302000000083 33.66253999999935, 36.716340000000855 33.68347999999969, 36.71681999999964 33.69536999999946, 36.71395999999913 33.725829999999405, 36.71062999999958 33.738680000000386, 36.71205999999984 33.7529599999998, 36.72491000000082 33.76817999999912, 36.742519999999786 33.792929999999615, 36.753459999999905 33.81100999999944, 36.782970000000205 33.84051999999974, 36.80199999999968 33.85479999999916, 36.823889999999665 33.866690000000744, 36.86671999999999 33.89857999999913, 36.887660000000324 33.913329999999405, 36.906699999999546 33.92856000000029, 36.92144999999982 33.939979999999196, 36.93572999999924 33.95615999999973, 36.960950000000594 33.977100000000064, 36.97760999999991 33.98710000000028, 36.9928400000008 34.00089999999909, 37.00330000000031 34.01231999999982, 37.010920000000624 34.019459999999526, 37.015369999999166 34.0250300000007))",3058,0,0,0,0,0,0,0,0.52144973,BAtlas69,0,1,,,,,,,,0,0,0,,,
ba_roads_clean.1157,"MULTILINESTRING ((36.51089999999931 33.63968999999997, 36.52099000000089 33.65396999999939, 36.54764000000068 33.68585999999959, 36.56191000000035 33.69822999999997, 36.57810000000063 33.71060000000034, 36.59713000000011 33.728689999999915, 36.60712000000058 33.742959999999584, 36.60807999999997 33.75390999999945, 36.60855000000083 33.765330000000176, 36.60712000000058 33.77103999999963, 36.599990000000616 33.77390000000014, 36.587139999999636 33.77436999999918, 36.57667000000038 33.77960999999959, 36.56999999999971 33.78722000000016, 36.58189999999922 33.799119999999675, 36.594279999999344 33.808639999999286, 36.60283999999956 33.81768000000011, 36.60664999999972 33.83052999999927, 36.61664000000019 33.84338000000025, 36.628059999999095 33.852419999999256, 36.65042999999969 33.872409999999945, 36.66993999999977 33.89048999999977, 36.69326000000001 33.91428000000087, 36.70563000000038 33.9314200000008, 36.714200000000346 33.94426000000021, 36.72419000000082 33.96901000000071, 36.73038000000088 33.98614000000089, 36.73323999999957 34.00612999999976, 36.733720000000176 34.02570999999989))",3059,0,0,0,0,0,0,0,0.51296826,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1158,"MULTILINESTRING ((36.48620999999912 32.52606000000014, 36.50739000000067 32.53967999999986, 36.54261000000042 32.555389999999534, 36.56782999999996 32.56632999999965, 36.579250000000684 32.57251999999971, 36.58782000000065 32.585370000000694, 36.59495000000061 32.59108000000015, 36.61684000000059 32.60250000000087, 36.643490000000384 32.62010999999984, 36.66728999999941 32.64151999999922, 36.692510000000766 32.675310000000536, 36.70392999999967 32.69386999999915, 36.71440000000075 32.705770000000484, 36.732490000000325 32.71291000000019, 36.75865999999951 32.7219499999992, 36.78008000000045 32.732420000000275))",3060,0,0,0,0,0,0,0,0.36823589,BAtlas69,0,0,,,,,,,,0,0,0,,,
ba_roads_clean.1159,"MULTILINESTRING ((36.599710000000414 32.839500000000044, 36.592099999999846 32.819030000000566, 36.58401000000049 32.802850000000035, 36.58163000000059 32.78523999999925, 36.579250000000684 32.766209999999774, 36.57353999999941 32.7514599999995, 36.57115999999951 32.735280000000785, 36.56830000000082 32.73004000000037, 36.566930000000866 32.718329999999696))",3063,0,0,0,0,0,0,0,0.12203187,BAtlas69,0,1,,,,,,,,0,0,0,,,
