ArachneEntityID,Gazetteerid
1097750,2290443
1097751,2088699
1097754,2283134
1097755,2283134
1097763,2165932
1097766,2165932
1097771,2345168
1097805,2180634
1097811,2070134
1097812,2280298
1097885,2323295
1097891,2320125
1097895,2072756
1097898,2093747
1097899,2093747
1097902,2093747
1097903,2093747
1097904,2070134
1097906,2093747
1097913,2072776
1097914,2093747
1097915,2093747
1097916,2093747
1097917,2093747
1097918,2093747
1097919,2093747
1097920,2093747
1097921,2093747
1097922,2093747
1097923,2093747
1097924,2093747
1097925,2093747
1097927,2093747
1097928,2093747
1097929,2093747
1097930,2093747
1097931,2093747
1097932,2093747
1097933,2093747
1097934,2093747
1097935,2093747
1097936,2093747
1097937,2093747
1097938,2093747
1097939,2093747
1097940,2093747
1097941,2093747
1097957,2077133
1097967,2077133
1097978,2070134
1097983,2122361
1097994,2180646
1098019,2118422
1098040,2180646
1098042,2180646
1098068,2323295
1098088,2093747
1098089,2093747
1098097,2093747
1098118,2093747
1098119,2093747
1098120,2093747
1098121,2093747
1098127,2093747
1098128,2097009
1098133,2093747
1098135,2115958
1098136,2051997
1098138,2051997
1098140,2051997
1098141,2115958
1098142,2051997
1098143,2051997
1098144,2051997
1098146,2051997
1098147,2051997
1098149,2051997
1098153,2051997
1098154,2051997
1098155,2051997
1098156,2051997
1098158,2051997
1098160,2051997
1098161,2051997
1098162,2051997
1098163,2051997
1098164,2051997
1098169,2051997
1098190,2180917
1098192,2323295
1098194,2180646
1098195,2323295
1098199,2323295
1098200,2283154
1098203,2323295
1098204,2276096
1098207,2323295
1098210,2323295
1098215,2323295
1098275,2099559
1098276,2099559
1098277,2099559
1098282,2299102
1098283,2070134
1098284,2070134
1098285,2299102
1098286,2070134
1098287,2070134
1098288,2070134
1098289,2070134
1098290,2070134
1098291,2299102
1098292,2070134
1098293,2070134
1098294,2070134
1098297,2070134
1098298,2070134
1098301,2070134
1098325,2070134
1098326,2070134
1098327,2070134
1098328,2070134
1098329,2070134
1098330,2070134
1098331,2070134
1098332,2070134
1098333,2070134
1098334,2070134
1098335,2070134
1098336,2070134
1098337,2070134
1098338,2070134
1098339,2070134
1098340,2070134
1098341,2070134
1098354,2070134
1098355,2070134
1098356,2070134
1098357,2070134
1098358,2070134
1098359,2070134
1098360,2070134
1098361,2070134
1098362,2070134
1098363,2070134
1098364,2070134
1098365,2070134
1098366,2070134
1098367,2070134
1098370,2070134
1098371,2070134
1098372,2070134
1098373,2070134
1098374,2070134
1098375,2070134
1098376,2070134
1098377,2070134
1098378,2070134
1098379,2070134
1098380,2070134
1098381,2070134
1098382,2299102
1098383,2070134
1098384,2070134
1098385,2070134
1098386,2070134
1098387,2070134
1098388,2070134
1098389,2070134
1098390,2070134
1098391,2070134
1098392,2070134
1098393,2070134
1098394,2070134
1098395,2070134
1098396,2070134
1098397,2070134
1098398,2070134
1098399,2070134
1098400,2070134
1098401,2070134
1098402,2070134
1098403,2070134
1098404,2115958
1098405,2115958
1098406,2115958
1098407,2115958
1098422,2115958
1098435,2051997
1098436,2051997
1098438,2115958
1098446,2115958
1098449,2115958
1098452,2115958
1098453,2115958
1098455,2115958
1098467,2051997
1098468,2051997
1098503,2115958
1098504,2115958
1098522,2115958
1098534,2115958
1098550,2115958
1098611,2051997
1098614,2051997
1098647,2115958
1098653,2115958
1098654,2115958
1098672,2115958
1098673,2115958
1098674,2115958
1098705,2282705
1098707,2282705
1098708,2282705
1098712,2296354
1098713,2296354
1098715,2298529
1098727,2293923
1098728,2070166
1098731,2308231
1098732,2308231
1098744,2307594
1098750,2295310
1098751,2295310
1098756,2102222
1098769,2287722
1098780,2091522
1098796,2290404
1098797,2290404
1098799,2290404
1098806,2070373
1098809,2070152
1098810,2070152
1098811,2070152
1098812,2070152
1098814,2070152
1098815,2070152
1098816,2070152
1098819,2070152
1098821,2070152
1098822,2070152
1098839,2299045
1098856,2308231
1098864,2293923
1098865,2293923
1098884,2070373
1098886,2290443
1098887,2290409
1098888,2290409
1098891,2290449
1098892,2290449
1098893,2290449
1098894,2290449
1098895,2290449
1098896,2290449
1098897,2290449
1098898,2290449
1098899,2290449
1098900,2290449
1098901,2290449
1098902,2290449
1098903,2290449
1098904,2290449
1098905,2290449
1098906,2298529
1098911,2290449
1098912,2290449
1098913,2290449
1098914,2290449
1098915,2290449
1098916,2099701
1098917,2099701
1098919,2290402
1098920,2099701
1098921,2099701
1098922,2099701
1098923,2099701
1098924,2099701
1098925,2099701
1098926,2299324
1098927,2099701
1098928,2099701
1098929,2099701
1098930,2099701
1098931,2099701
1098932,2099701
1098939,2070373
1098940,2070373
1098943,2070373
1098944,2070373
1098946,2070373
1098947,2070373
1098948,2070373
1098950,2070373
1098951,2070373
1098953,2070373
1098954,2070373
1098955,2070373
1098956,2070373
1098957,2070373
1098958,2070373
1098959,2308231
1098960,2308231
1098962,2070373
1098963,2070373
1098964,2070373
1098965,2070373
1098966,2070373
1098967,2070373
1098969,2070373
1098970,2070373
1098971,2070373
1098972,2070373
1098973,2070373
1098974,2070373
1098975,2070373
1098977,2070373
1098978,2070373
1098979,2070373
1098980,2070373
1098981,2070373
1098982,2070373
1098983,2070373
1098984,2070373
1098985,2070373
1098986,2070373
1098987,2070373
1098988,2070373
1098989,2070373
1098991,2070373
1098992,2070373
1099006,2296364
1099007,2296364
1099008,2299045
1099009,2106395
1099010,2296364
1099011,2106395
1099012,2106395
1099013,2296364
1099014,2106395
1099015,2106395
1099016,2296364
1099020,2106395
1099021,2296364
1099022,2296364
1099024,2296364
1099025,2296364
1099026,2296364
1099027,2296364
1099054,2293923
1099055,2293923
1099056,2293923
1099057,2293923
1099058,2293923
1099059,2293923
1099060,2293923
1099063,2104706
1099064,2104706
1099065,2104706
1099066,2104706
1099067,2104706
1099068,2104706
1099069,2104706
1099070,2104706
1099071,2104706
1099072,2104706
1099073,2104706
1099074,2104706
1099075,2104706
1099076,2104706
1099077,2104706
1099078,2104706
1099079,2104706
1099080,2104706
1099081,2104706
1099082,2104706
1099083,2104706
1099084,2104706
1099085,2104706
1099086,2104706
1099087,2104706
1099088,2104706
1099089,2104706
1099090,2104706
1099091,2104706
1099092,2104706
1099093,2104706
1099094,2104706
1099095,2104706
1099096,2104706
1099097,2104706
1099098,2104706
1099099,2104706
1099100,2104706
1099101,2104706
1099102,2104706
1099103,2104706
1099104,2104706
1099105,2104706
1099106,2104706
1099107,2104706
1099108,2104706
1099109,2104706
1099110,2104706
1099111,2104706
1099112,2104706
1099113,2104706
1099114,2104706
1099115,2104706
1099116,2104706
1099117,2104706
1099118,2104706
1099119,2104706
1099120,2104706
1099121,2104706
1099122,2104706
1099123,2104706
1099124,2104706
1099125,2104706
1099126,2104706
1099127,2104706
1099128,2104706
1099129,2104706
1099130,2104706
1099131,2104706
1099132,2104706
1099133,2104706
1099134,2104706
1099135,2104706
1099136,2104706
1099137,2104706
1099138,2104706
1099139,2104706
1099140,2104706
1099141,2104706
1099142,2104706
1099143,2104706
1099144,2104706
1099145,2104706
1099146,2104706
1099147,2104706
1099148,2104706
1099149,2104706
1099150,2104706
1099151,2104706
1099152,2104706
1099154,2104706
1099155,2104706
1099156,2104706
1099157,2104706
1099158,2104706
1099159,2104706
1099160,2104706
1099161,2104706
1099162,2104706
1099165,2104706
1099166,2104706
1099167,2104706
1099168,2104706
1099169,2104706
1099170,2104706
1099171,2104706
1099172,2104706
1099173,2104706
1099174,2104706
1099175,2104706
1099176,2104706
1099177,2104706
1099178,2104706
1099179,2104706
1099180,2104706
1099182,2104706
1099184,2104706
1099185,2104706
1099186,2104706
1099187,2104706
1099188,2104706
1099189,2104706
1099190,2104706
1099191,2104706
1099193,2104706
1099194,2104706
1099195,2104706
1099196,2104706
1099199,2104706
1099200,2104706
1099201,2104706
1099202,2104706
1099203,2104706
1099204,2104706
1099205,2104706
1099206,2104706
1099207,2104706
1099208,2104706
1099209,2104706
1099210,2104706
1099211,2104706
1099212,2104706
1099213,2104706
1099214,2104706
1099215,2104706
1099216,2104706
1099217,2104706
1099218,2104706
1099219,2104706
1099220,2104706
1099221,2104706
1099222,2104706
1099223,2104706
1099224,2104706
1099225,2104706
1099226,2104706
1099227,2104706
1099228,2104706
1099229,2104706
1099230,2104706
1099231,2104706
1099232,2104706
1099233,2104706
1099234,2104706
1099235,2104706
1099236,2104706
1099237,2104706
1099238,2104706
1099239,2104706
1099240,2104706
1099241,2104706
1099242,2104706
1099243,2104706
1099244,2104706
1099245,2104706
1099246,2104706
1099247,2104706
1099248,2104706
1099249,2104706
1099250,2104706
1099251,2104706
1099252,2104706
1099253,2104706
1099254,2104706
1099255,2104706
1099256,2104706
1099257,2104706
1099258,2104706
1099259,2104706
1099260,2104706
1099261,2104706
1099262,2104706
1099263,2104706
1099264,2104706
1099265,2104706
1099266,2104706
1099267,2104706
1099268,2104706
1099269,2104706
1099270,2104706
1099271,2104706
1099272,2104706
1099273,2104706
1099274,2104706
1099275,2104706
1099276,2104706
1099277,2104706
1099278,2104706
1099279,2104706
1099280,2104706
1099281,2104706
1099282,2104706
1099283,2104706
1099284,2104706
1099285,2104706
1099286,2104706
1099287,2104706
1099288,2104706
1099289,2104706
1099290,2104706
1099291,2104706
1099292,2104706
1099293,2104706
1099294,2104706
1099295,2104706
1099296,2104706
1099297,2104706
1099298,2104706
1099299,2104706
1099300,2104706
1099301,2104706
1099302,2104706
1099303,2104706
1099304,2104706
1099305,2104706
1099306,2104706
1099307,2104706
1099308,2104706
1099309,2104706
1099310,2104706
1099311,2104706
1099312,2104706
1099313,2104706
1099314,2104706
1099315,2104706
1099316,2104706
1099317,2104706
1099318,2104706
1099319,2104706
1099320,2104706
1099321,2104706
1099322,2104706
1099323,2104706
1099324,2104706
1099325,2104706
1099326,2104706
1099327,2104706
1099328,2104706
1099329,2104706
1099330,2104706
1099331,2104706
1099332,2104706
1099333,2104706
1099334,2104706
1099335,2104706
1099336,2104706
1099337,2104706
1099338,2104706
1099339,2104706
1099340,2104706
1099341,2104706
1099342,2104706
1099343,2104706
1099344,2104706
1099345,2104706
1099346,2104706
1099347,2104706
1099348,2104706
1099349,2104706
1099350,2104706
1099351,2104706
1099352,2104706
1099353,2104706
1099354,2104706
1099355,2104706
1099356,2104706
1099357,2104706
1099358,2104706
1099359,2104706
1099360,2104706
1099361,2104706
1099362,2104706
1099363,2104706
1099364,2104706
1099365,2104706
1099366,2104706
1099367,2104706
1099368,2104706
1099369,2104706
1099370,2104706
1099371,2104706
1099372,2104706
1099373,2104706
1099374,2104706
1099375,2104706
1099376,2104706
1099377,2104706
1099378,2104706
1099379,2104706
1099380,2104706
1099381,2104706
1099382,2104706
1099383,2104706
1099384,2104706
1099385,2104706
1099386,2104706
1099387,2104706
1099388,2104706
1099389,2104706
1099390,2104706
1099391,2104706
1099392,2104706
1099393,2104706
1099394,2104706
1099395,2104706
1099396,2104706
1099397,2104706
1099398,2104706
1099399,2104706
1099400,2104706
1099401,2104706
1099402,2104706
1099403,2104706
1099404,2104706
1099405,2104706
1099406,2104706
1099407,2104706
1099408,2104706
1099409,2104706
1099410,2104706
1099411,2104706
1099412,2104706
1099413,2104706
1099414,2104706
1099415,2104706
1099416,2104706
1099417,2104706
1099418,2104706
1099419,2104706
1099420,2104706
1099421,2104706
1099425,2104706
1099426,2104706
1099427,2104706
1099428,2104706
1099429,2104706
1099430,2104706
1099431,2104706
1099432,2104706
1099433,2104706
1099434,2104706
1099435,2104706
1099436,2104706
1099437,2104706
1099438,2104706
1099439,2104706
1099440,2104706
1099441,2104706
1099442,2104706
1099443,2104706
1099444,2104706
1099445,2104706
1099446,2104706
1099447,2104706
1099448,2104706
1099450,2104706
1099451,2104706
1099452,2104706
1099453,2104706
1099454,2104706
1099455,2104706
1099456,2104706
1099457,2104706
1099458,2104706
1099459,2104706
1099460,2104706
1099461,2104706
1099462,2104706
1099463,2104706
1099464,2104706
1099465,2104706
1099466,2104706
1099467,2104706
1099468,2104706
1099469,2104706
1099470,2104706
1099471,2104706
1099472,2104706
1099473,2104706
1099474,2104706
1099475,2104706
1099476,2104706
1099477,2104706
1099478,2104706
1099479,2104706
1099480,2104706
1099481,2104706
1099482,2104706
1099483,2104706
1099484,2104706
1099485,2104706
1099486,2104706
1099487,2104706
1099488,2104706
1099489,2104706
1099490,2104706
1099491,2104706
1099492,2104706
1099493,2104706
1099494,2104706
1099495,2104706
1099496,2104706
1099497,2104706
1099498,2104706
1099499,2104706
1099500,2104706
1099501,2104706
1099502,2104706
1099503,2104706
1099504,2104706
1099505,2104706
1099506,2104706
1099507,2104706
1099508,2104706
1099509,2104706
1099510,2104706
1099511,2104706
1099512,2104706
1099513,2104706
1099514,2104706
1099515,2104706
1099516,2104706
1099517,2104706
1099518,2104706
1099519,2104706
1099520,2104706
1099521,2104706
1099522,2104706
1099523,2104706
1099524,2104706
1099525,2104706
1099526,2104706
1099527,2104706
1099528,2104706
1099529,2104706
1099530,2104706
1099531,2104706
1099532,2104706
1099533,2104706
1099534,2104706
1099535,2104706
1099536,2104706
1099537,2104706
1099538,2104706
1099539,2104706
1099540,2104706
1099541,2104706
1099543,2104706
1099544,2104706
1099545,2104706
1099546,2104706
1099547,2104706
1099548,2104706
1099549,2104706
1099550,2104706
1099551,2104706
1099552,2104706
1099553,2104706
1099554,2104706
1099555,2104706
1099556,2104706
1099557,2104706
1099558,2104706
1099561,2104706
1099562,2104706
1099563,2104706
1099564,2104706
1099565,2104706
1099566,2104706
1099567,2104706
1099568,2104706
1099569,2104706
1099570,2104706
1099571,2104706
1099572,2104706
1099573,2104706
1099574,2104706
1099575,2104706
1099576,2104706
1099577,2104706
1099578,2104706
1099579,2104706
1099580,2104706
1099581,2104706
1099582,2104706
1099583,2104706
1099584,2104706
1099585,2104706
1099586,2104706
1099588,2104706
1099589,2104706
1099590,2104706
1099591,2104706
1099592,2104706
1099593,2104706
1099594,2104706
1099595,2104706
1099596,2104706
1099599,2104706
1099600,2104706
1099601,2104706
1099602,2104706
1099603,2104706
1099604,2104706
1099605,2104706
1099606,2104706
1099607,2104706
1099608,2104706
1099609,2104706
1099610,2104706
1099611,2104706
1099612,2104706
1099613,2104706
1099614,2104706
1099615,2104706
1099616,2104706
1099617,2104706
1099618,2104706
1099619,2104706
1099620,2104706
1099621,2104706
1099622,2104706
1099623,2104706
1099624,2104706
1099625,2104706
1099626,2104706
1099627,2104706
1099628,2104706
1099629,2104706
1099630,2104706
1099631,2104706
1099633,2104706
1099634,2104706
1099635,2104706
1099636,2104706
1099637,2104706
1099638,2104706
1099639,2104706
1099640,2104706
1099641,2104706
1099642,2104706
1099643,2104706
1099644,2104706
1099645,2104706
1099646,2104706
1099647,2104706
1099648,2104706
1099649,2104706
1099650,2104706
1099651,2104706
1099652,2104706
1099653,2104706
1099654,2104706
1099655,2104706
1099656,2104706
1099657,2104706
1099658,2104706
1099660,2104706
1099661,2104706
1099662,2104706
1099663,2104706
1099664,2104706
1099665,2104706
1099666,2104706
1099667,2104706
1099668,2104706
1099669,2104706
1099670,2104706
1099671,2104706
1099672,2104706
1099673,2104706
1099674,2104706
1099675,2104706
1099676,2104706
1099677,2104706
1099678,2104706
1099679,2104706
1099680,2104706
1099681,2104706
1099682,2104706
1099683,2104706
1099684,2104706
1099685,2104706
1099686,2104706
1099687,2104706
1099688,2104706
1099689,2104706
1099690,2104706
1099691,2104706
1099692,2104706
1099693,2104706
1099695,2104706
1099696,2104706
1099697,2104706
1099698,2104706
1099699,2104706
1099700,2104706
1099701,2104706
1099702,2104706
1099703,2104706
1099704,2104706
1099705,2104706
1099706,2104706
1099707,2104706
1099708,2104706
1099709,2104706
1099710,2104706
1099711,2104706
1099712,2104706
1099713,2104706
1099714,2104706
1099715,2104706
1099716,2104706
1099717,2104706
1099718,2104706
1099719,2104706
1099720,2104706
1099721,2104706
1099722,2104706
1099723,2104706
1099724,2104706
1099725,2104706
1099726,2104706
1099727,2104706
1099728,2104706
1099729,2104706
1099730,2104706
1099731,2104706
1099732,2104706
1099733,2104706
1099734,2104706
1099735,2104706
1099736,2104706
1099737,2104706
1099738,2104706
1099739,2104706
1099740,2104706
1099741,2104706
1099742,2104706
1099743,2104706
1099744,2104706
1099745,2104706
1099746,2104706
1099747,2104706
1099748,2104706
1099749,2104706
1099750,2104706
1099751,2104706
1099752,2104706
1099753,2104706
1099754,2104706
1099755,2104706
1099756,2104706
1099757,2104706
1099758,2104706
1099759,2104706
1099760,2104706
1099761,2104706
1099762,2104706
1099763,2104706
1099764,2104706
1099765,2104706
1099766,2104706
1099769,2104706
1099770,2104706
1099771,2104706
1099772,2104706
1099773,2104706
1099774,2104706
1099775,2104706
1099776,2104706
1099777,2104706
1099778,2104706
1099779,2104706
1099780,2104706
1099781,2104706
1099782,2104706
1099783,2104706
1099784,2104706
1099785,2104706
1099786,2104706
1099787,2104706
1099788,2104706
1099789,2104706
1099790,2104706
1099791,2104706
1099792,2104706
1099793,2104706
1099794,2104706
1099795,2104706
1099796,2104706
1099797,2104706
1099798,2104706
1099799,2104706
1099800,2104706
1099801,2104706
1099802,2104706
1099803,2104706
1099804,2104706
1099805,2104706
1099806,2104706
1099807,2104706
1099808,2104706
1099809,2104706
1099810,2104706
1099811,2104706
1099812,2104706
1099813,2104706
1099814,2104706
1099815,2104706
1099816,2104706
1099817,2104706
1099818,2104706
1099819,2104706
1099820,2104706
1099821,2104706
1099822,2104706
1099823,2104706
1099824,2104706
1099825,2104706
1099826,2104706
1099827,2104706
1099828,2104706
1099829,2104706
1099830,2104706
1099831,2104706
1099832,2104706
1099833,2104706
1099834,2104706
1099835,2104706
1099836,2104706
1099837,2104706
1099838,2104706
1099839,2104706
1099840,2104706
1099841,2104706
1099842,2104706
1099843,2104706
1099844,2104706
1099846,2104706
1099847,2104706
1099848,2104706
1099849,2104706
1099850,2104706
1099851,2104706
1099852,2104706
1099854,2180645
1099945,2115958
1099958,2115958
1099969,2115958
1100062,2115958
1100074,2051997
1100075,2115958
1100076,2115958
1100077,2115958
1100078,2115958
1100099,2115958
1100100,2115958
1100159,2115958
1100200,2115958
1100201,2115958
1100202,2115958
1100227,2115958
1100228,2115958
1100232,2115958
1100343,2115958
1100345,2115958
1100350,2051997
1100414,2115958
1100415,2115958
1100416,2115958
1100417,2115958
1100426,2115958
1100432,2115958
1100487,2051794
1100500,2051794
1100503,2051794
1100506,2051794
1100519,2051794
1100535,2051794
1100537,2051794
1100547,2051794
1100548,2051794
1100551,2051794
1100673,2051794
1100683,2051997
1100684,2051997
1100718,2051997
1100718,2115958
1100754,2115958
1100783,2323295
1100785,2323295
1100813,2323295
1100821,2323295
1100823,2090319
1100826,2323295
1100827,2090319
1100828,2090319
1100829,2323295
1100830,2090319
1100831,2090319
1100832,2323295
1100834,2090319
1100835,2323295
1100836,2323295
1100840,2323295
1100841,2090319
1100842,2323295
1100843,2090319
1100844,2323295
1100846,2090319
1100852,2323295
1100858,2323295
1100860,2299102
1100861,2281840
1100901,2282606
1100906,2099559
1100907,2099559
1100908,2099559
1100909,2099559
1100910,2099559
1100911,2099559
1100912,2099559
1100913,2099559
1100914,2099559
1100915,2099559
1100916,2099559
1100917,2099559
1100918,2099559
1100919,2099559
1100920,2099559
1100921,2099559
1100922,2099559
1100923,2099559
1100924,2099559
1100925,2099559
1100926,2099559
1100927,2099559
1100928,2099559
1100929,2099559
1100930,2099559
1100931,2099559
1100932,2099559
1100933,2099559
1100934,2099559
1100935,2099559
1100936,2099559
1100937,2099559
1100938,2099559
1100939,2099559
1100940,2099559
1100941,2099559
1100942,2099559
1100943,2099559
1100944,2099559
1100945,2099559
1100946,2099559
1100947,2099559
1100948,2099559
1100949,2099559
1100950,2099559
1100951,2099559
1100952,2099559
1100953,2099559
1100954,2099559
1100955,2099559
1100957,2099559
1100968,2295310
1100970,2070295
1100971,2296354
1100975,2102222
1100977,2102222
1100978,2307594
1100979,2102222
1100995,2308231
1101000,2070375
1101002,2070375
1101003,2299045
1101005,2126308
1101020,2102222
1101037,2299045
1101042,2296338
1101050,2296364
1101054,2042648
1101055,2360027
1101056,2360027
1101057,2360027
1101058,2360027
1101060,2042663
1101063,2360027
1101068,2070400
1101069,2070400
1101082,2293502
1101084,2290404
1101085,2345156
1101086,2293923
1101094,2293923
1101098,2295310
1101103,2106612
1101110,2296354
1101129,2122149
1101130,2122149
1101131,2122149
1101133,2122149
1101135,2122149
1101136,2122149
1101138,2122149
1101140,2122149
1101141,2122149
1101142,2122149
1101144,2122149
1101145,2122149
1101146,2122149
1101147,2122149
1101148,2122149
1101151,2122149
1101152,2122149
1101153,2122149
1101171,2122149
1101174,2122149
1101176,2122149
1101178,2122149
1101179,2122149
1101181,2296354
1101182,2122149
1101183,2122149
1101186,2122149
1101188,2122149
1101193,2293502
1101194,2308231
1101199,2296338
1101207,2099701
1101208,2299045
1101221,2295310
1101223,2299045
1101258,2296338
1101266,2126308
1101279,2070152
1101282,2070152
1101284,2070152
1101285,2070152
1101288,2070152
1101290,2070152
1101291,2070152
1101293,2070152
1101296,2070152
1101297,2070152
1101301,2070152
1101302,2306291
1101303,2295310
1101307,2106395
1101308,2106395
1101316,2296338
1101317,2296338
1101318,2296338
1101319,2296338
1101320,2296338
1101321,2296338
1101322,NULL
1101323,2281803
1101338,2070373
1101346,2122149
1101355,2070373
1101356,2070373
1101357,2070373
1101358,2095836
1101359,2070375
1101362,2307623
1101375,2180646
1101389,2308231
1101399,2295310
1101408,2296354
1101420,2106395
1101421,2298624
1101430,2298624
1101443,2296338
1101445,2070134
1101446,2070134
1101447,2070134
1101448,2070134
1101449,2070134
1101450,2070134
1101451,2070134
1101452,2070134
1101453,2070134
1101454,2070134
1101455,2070134
1101456,2070134
1101457,2070134
1101458,2070134
1101459,2070134
1101460,2070134
1101461,2070134
1101462,2070134
1101463,2070134
1101464,2070134
1101465,2070134
1101466,2070134
1101467,2070134
1101468,2070134
1101469,2070134
1101470,2070134
1101471,2070134
1101472,2070134
1101473,2070134
1101474,2070134
1101475,2070134
1101476,2070134
1101477,2070134
1101478,2070134
1101479,2070134
1101480,2070134
1101481,2070134
1101482,2070134
1101483,2070134
1101484,2070134
1101485,2070134
1101486,2070134
1101487,2070134
1101488,2070134
1101489,2070134
1101490,2070134
1101491,2070134
1101492,2070134
1101493,2070134
1101494,2070134
1101495,2070134
1101496,2070134
1101497,2070134
1101498,2070134
1101499,2070134
1101500,2070134
1101501,2070134
1101502,2070134
1101503,2070134
1101504,2070134
1101505,2070134
1101506,2070134
1101507,2070134
1101508,2070134
1101509,2070134
1101510,2070134
1101511,2070134
1101512,2070134
1101513,2070134
1101514,2070134
1101515,2070134
1101516,2070134
1101517,2070134
1101518,2070134
1101519,2070134
1101520,2070134
1101521,2070134
1101522,2070134
1101523,2070134
1101524,2070134
1101525,2070134
1101526,2070134
1101527,2070134
1101528,2070134
1101529,2070134
1101530,2070134
1101531,2070134
1101532,2070134
1101533,2070134
1101534,2070134
1101535,2070134
1101536,2070134
1101537,2070134
1101538,2070134
1101539,2070134
1101540,2070134
1101541,2070134
1101542,2070134
1101543,2070134
1101544,2070134
1101545,2070134
1101546,2070134
1101547,2070134
1101548,2070134
1101549,2070134
1101550,2070134
1101551,2070134
1101552,2070134
1101553,2070134
1101554,2070134
1101555,2070134
1101556,2070134
1101557,2070134
1101558,2070134
1101559,2070134
1101560,2070134
1101561,2070134
1101562,2070134
1101563,2070134
1101567,2070134
1101568,2070134
1101569,2070134
1101570,2070134
1101587,2070134
1101588,2070134
1101590,2102222
1101591,2070134
1101592,2070134
1101593,2070134
1101594,2070134
1101607,2070134
1101609,2283134
1101610,2283134
1101611,2283134
1101612,2283134
1101613,2283134
1101614,2283134
1101615,2283134
1101616,2283134
1101617,2283134
1101618,2283134
1101619,2283134
1101620,2283134
1101621,2283134
1101622,2283134
1101623,2070134
1101624,2126308
1101625,2126308
1101630,2126308
1101633,2070134
1101634,2126308
1101635,2281840
1101636,2281840
1101637,2281840
1101638,2281840
1101639,2281840
1101640,2281840
1101641,2281840
1101642,2281840
1101643,2281840
1101644,2281840
1101645,2281840
1101646,2281840
1101647,2281840
1101648,2281840
1101649,2126308
1101651,2126308
1101654,2070134
1101655,2281840
1101656,2070134
1101657,2287765
1101660,2102222
1101661,2102222
1101667,2070134
1101669,2070134
1101670,2307623
1101672,2070134
1101673,2283134
1101674,2280289
1101675,2280289
1101676,2283134
1101677,2283134
1101678,2283134
1101679,2283134
1101680,2283134
1101681,2283134
1101683,2052457
1101685,2087383
1101686,2070373
1101687,2070373
1101689,2296338
1101690,2296338
1101691,2296338
1101692,2296338
1101693,2296338
1101695,2296338
1101696,2296338
1101697,2296338
1101698,2296338
1101699,2296338
1101700,2296338
1101701,2296338
1101703,2345156
1101705,2089971
1101712,2087383
1101729,2290409
1101732,2070400
1101733,2070400
1101734,2070400
1101735,2070400
1101736,2070400
1101737,2070400
1101738,2070400
1101739,2070400
1101740,2070400
1101742,2070400
1101743,2070400
1101744,2070400
1101745,2070400
1101746,2070400
1101748,2070400
1101751,2290409
1101752,2070400
1101753,2290409
1101761,2290449
1101763,2290409
1101767,2290404
1101769,2290404
1101778,2070373
1101785,2070152
1101786,2070152
1101787,2070152
1101788,2070152
1101810,2293502
1101816,2070152
1101822,2103120
1101841,2295310
1101842,2296338
1101843,2296338
1101845,2296338
1101846,2296338
1101847,2296338
1101848,2296338
1101849,2296338
1101850,2296338
1101851,2296338
1101852,2296338
1101853,2296338
1101854,2296338
1101855,2296338
1101856,2296338
1101857,2296338
1101858,2296338
1101862,2070375
1101863,2070375
1101865,2070375
1101901,2070373
1101905,2298624
1101926,2106395
1101928,2106395
1101929,2106395
1101930,2106395
1101931,2106395
1101932,2308231
1101940,2285315
1101951,2285700
1101960,2338558
1101961,2097009
1101962,2097009
1102001,2180646
1102072,2070134
1102080,2299102
1102106,2290409
1102161,2097009
1102162,2097009
1102163,2097009
1102171,2298529
1102174,2299102
1102176,2070134
1102181,2070134
1102188,2070134
1102204,2070134
1102216,2103246
1102243,2299102
1102246,2097009
1102253,2042806
1102254,2042806
1102260,2070134
1102264,2296211
1102270,2070134
1102276,2281530
1102277,2281530
1102278,2281530
1102279,2281530
1102299,2070134
1102300,2299102
1102332,2348310
1102343,2290449
1102345,2070375
1102352,2295310
1102357,2283001
1102358,2107405
1102359,2290449
1102370,2410944
1102418,2070134
1102501,2323295
1102504,2338719
1102523,2070134
1102539,2281803
1102548,2360027
1102549,2360027
1102550,2360027
1102551,2360027
1102560,2360027
1102561,2360027
1102562,2360027
1102563,2360027
1102564,2360027
1102565,2360027
1102625,2106395
1102626,2106395
1102627,2106395
1102628,2106395
1102629,2106395
1102630,2106395
1102631,2106395
1102632,2106395
1102633,2106395
1102668,2287728
1102669,2287728
1102679,2287728
1102708,2287728
1102717,2287728
1102723,2345156
1102724,2345156
1102725,2345156
1102734,2283242
1102776,2070134
1102801,2323295
1102805,2180646
1102806,2072776
1102818,2323295
1102832,2097009
1102835,2097009
1102849,2097009
1102874,2042806
1102884,2180646
1102885,2180646
1102894,2338719
1102968,2338719
1102969,2338719
1102983,2070134
1103008,2323295
1103018,2345168
1103038,2323295
1103046,2097009
1103052,2093807
1103056,2097009
1103057,2097009
1103069,2097009
1103078,2097009
1103079,2097009
1103083,2097009
1103084,2097009
1103085,2097009
1103088,2097009
1103089,2180646
1103112,2097009
1103120,2094287
1103121,2094287
1103228,2180646
1103246,2094882
1103259,2093799
1103277,2323295
1103396,2097009
1103397,2097009
1103398,2097009
1103554,2042806
1103565,2179802
1103566,2097009
1103569,2097009
1103589,2179802
1103593,2070373
1103594,2070373
1103595,2070373
1103596,2070373
1103597,2070245
1103601,2093747
1103602,2097009
1103604,2093747
1103605,2093747
1103635,2077133
1103636,2077133
1103637,2077133
1103655,2122361
