ArachneEntityID,Gazetteerid
1072435,2070134
1072436,2070134
1072443,2180646
1072454,2323295
1072505,2180646
1072513,2323295
1072530,2283140
1072596,2323295
1072597,2323295
1072605,2180634
1072617,2323295
1072639,2180646
1072641,2116326
1072653,2287722
1072655,2345168
1072666,2323295
1072667,2323295
1072668,2323295
1072807,2106395
1072812,2290443
1072817,2079817
1072818,2079817
1072819,2079817
1072820,2079817
1072821,2079817
1072823,2079817
1072825,2079817
1072826,2079817
1072827,2079817
1072843,2323295
1072856,2338677
1072867,2338719
1072877,2181121
1072882,2116326
1072883,2338677
1072890,2337538
1072894,2323295
1072895,2323295
1072896,2116326
1072897,2181121
1072909,2338718
1072923,2338718
1072932,2324492
1072934,2324492
1072940,2089789
1072941,2338718
1072948,2338718
1072952,2338718
1072959,2105477
1072966,2094099
1072967,2094099
1072968,2094099
1072972,2094882
1072973,2094882
1073016,2112771
1073017,2337543
1073023,2112771
1073026,2112771
1073061,2112771
1073063,2112771
1073080,2071616
1073094,2338677
1073174,2323295
1073192,2181121
1073193,2181121
1073198,2338719
1073203,2338719
1073207,2094099
1073208,2323295
1073215,2338718
1073236,2181121
1073305,2112771
1073309,2112771
1073322,2338677
1073323,2338677
1073328,2093799
1073329,2093799
1073330,2093799
1073331,2093799
1073332,2093799
1073335,2112771
1073336,2112771
1073343,2107398
1073347,2093799
1073358,2337543
1073363,2112771
1073369,2181121
1073375,2112771
1073392,2093174
1073393,2093174
1073398,2112771
1073401,2112771
1073404,2112771
1073408,2112771
1073417,2323295
1073422,2112771
1073428,2095006
1073436,2112771
1073437,2112771
1073438,2112771
1073443,2112771
1073444,2112771
1073445,2112771
1073446,2112771
1073448,2112771
1073451,2112771
1073453,2112771
1073454,2112771
1073462,2338718
1073467,2345151
1073468,2323295
1073472,2181121
1073474,2181121
1073479,2323295
1073491,2105477
1073504,2324492
1073522,2112771
1073524,2112771
1073528,2112771
1073529,2089789
1073545,2112771
1073546,2181121
1073555,2181121
1073559,2181121
1073562,2112771
1073564,2112771
1073567,2112771
1073573,2095696
1073574,2095696
1073576,2095696
1073578,2095696
1073584,2095696
1073588,2095696
1073589,2095696
1073591,2095696
1073594,2095696
1073601,2095696
1073602,2095696
1073603,2095696
1073614,2095696
1073616,2323295
1073619,2095696
1073620,2095696
1073624,2095696
1073625,2095696
1073628,2338677
1073629,2095696
1073630,2095696
1073631,2095696
1073632,2095696
1073635,2095696
1073642,2337543
1073652,2095696
1073653,2323295
1073655,2338677
1073700,2071434
1073712,2338677
1073721,2338677
1073734,2180915
1073756,2105477
1073771,2112771
1073816,2095777
1073817,2095777
1073818,2095777
1073819,2095777
1073820,2095777
1073821,2095777
1073822,2095777
1073824,2095777
1073825,2095777
1073826,2095777
1073827,2095777
1073828,2095777
1073830,2095777
1073831,2095777
1073832,2095777
1073833,2095777
1073835,2095777
1073887,2092475
1073924,2180646
1073929,2180646
1073930,2180646
1073932,2180646
1073934,2107715
1073936,2107715
1073939,2180646
1073944,2180646
1073949,2092475
1073950,2092475
1073965,2180646
1073969,2180646
1073970,2180646
1073983,2092475
1073990,2092475
1073994,2180646
1073998,2180646
1074003,2180646
1074004,2180646
1074006,2180646
1074007,2180646
1074008,2180646
1074009,2180646
1074011,2180646
1074014,2092487
1074015,2180646
1074017,2092475
1074020,2180646
1074023,2180646
1074024,2180646
1074027,2180646
1074028,2180646
1074030,2180646
1074035,2092475
1074043,2180646
1074049,2092535
1074050,2092535
1074051,2180646
1074054,2180646
1074066,2180646
1074067,2180646
1074068,2180646
1074069,2180646
1074070,2092475
1074073,2092475
1074074,2180646
1074075,2180646
1074082,2180646
1074083,2180646
1074091,2180646
1074092,2180646
1074097,2180646
1074099,2180646
1074104,2180646
1074106,2180646
1074107,2102159
1074126,2180646
1074132,2180646
1074143,2180646
1074144,2092487
1074149,2089960
1074150,2180646
1074199,2180646
1074203,2180646
1074229,2180646
1074231,2180646
1074272,2178793
1074292,2178797
1074293,2178797
1074296,2178797
1074297,2178797
1074298,2178797
1074299,2178797
1074302,2178797
1074310,2093799
1074311,2178793
1074337,2070134
1074340,2070134
1074344,2070134
1074374,2178779
1074375,2178779
1074389,2178795
1074404,2178793
1074479,2337538
1074496,2360027
1074507,2323295
1074516,2323295
1074518,2323295
1074519,2070134
1074535,2180634
1074538,2323295
1074541,2116326
1074542,2360027
1074547,2180634
1074548,2180634
1074549,2323295
1074550,2180634
1074551,2180634
1074553,2180634
1074554,2180634
1074555,2323295
1074563,2180634
1074564,2097009
1074565,2097009
1074567,2180634
1074568,2180634
1074569,2180634
1074572,2107582
1074573,2323295
1074581,2323295
1074582,2094099
1074583,2323295
1074584,2323295
1074597,2283140
1074601,2360027
1074616,2097009
1074617,2097009
1074634,2323295
1074651,2042649
1074654,2180634
1074655,2360027
1074657,2360027
1074660,2307594
1074662,2323295
1074663,2360027
1074664,2360027
1074675,2290409
1074683,2180634
1074690,2179802
1074694,2323295
1074696,2323295
1074716,2042858
1074754,2180634
1074756,2338558
1074757,2074738
1074758,2070134
1074759,2094287
1074762,2362540
1074765,2159179
1074775,2323295
1074780,2108853
1074785,2108853
1074797,2108853
1074798,2108853
1074800,2108853
1074817,2180634
1074818,2180634
1074832,2180634
1074837,2180634
1074841,2097009
1074851,2070134
1074852,2070134
1074863,2338558
1074870,2180634
1074896,2070134
1074902,2323295
1074909,2180634
1074927,2323295
1074945,2070134
1074951,2287724
1074961,2323295
1074969,2180634
1074970,2338558
1074980,2360027
1074987,2323295
1074989,2180634
1074990,2107582
1074994,2070134
1074995,2281803
1075001,2070134
1075002,2179832
1075005,2070134
1075009,2283242
1075012,2298529
1075019,2323295
1075020,2323295
1075066,2323295
1075083,2097292
1075087,2323295
1075088,2323295
1075142,2359590
1075153,2323295
1075160,2287704
1075164,2323295
1075168,2323295
1075178,2178763
1075179,2178763
1075180,2178763
1075181,2178763
1075182,2178763
1075183,2178763
1075184,2178763
1075185,2178763
1075193,2178763
1075194,2178763
1075195,2178763
1075223,2096469
1075235,2338581
1075236,2338581
1075237,2338581
1075238,2338581
1075239,2338581
1075240,2338581
1075241,2338581
1075242,2338581
1075243,2338581
1075249,2307623
1075265,2347928
1075269,2093507
1075270,2093507
1075272,2093507
1075300,2093507
1075316,2070373
1075329,2070373
1075330,2070373
1075331,2070373
1075332,2070373
1075349,2070373
1075350,2070373
1075357,2070373
1075359,2070373
1075360,2070373
1075370,2070373
1075371,2070373
1075372,2070373
1075373,2070373
1075374,2070373
1075375,2070373
1075377,2070373
1075378,2070373
1075382,2180647
1075383,2180647
1075385,2180647
1075386,2180647
1075387,2180647
1075388,2180647
1075389,2180647
1075392,2180647
1075393,2180647
1075395,2180647
1075396,2180647
1075397,2180647
1075398,2180647
1075399,2180647
1075400,2180647
1075401,2180647
1075413,2320168
1075415,2323295
1075418,2323295
1075423,2093799
1075425,2093799
1075426,2093799
1075433,2323295
1075437,2118422
1075458,2180614
1075462,2093799
1075484,2070134
1075495,2070134
1075496,2070134
1075500,2323295
1075514,2307623
1075525,2094111
1075585,2323295
1075681,2102493
1075683,2323295
1075684,2323295
1075687,2323295
1075689,2323295
1075691,2323295
1075698,2323295
1075708,2097009
1075718,2323295
1075719,2097009
1075726,2097009
1075732,2097009
1075733,2097009
1075738,2405003
1075752,2345168
1075754,2323295
1075769,2323295
1075774,2122361
1075783,2097009
1075789,2323295
1075790,2180646
1075833,2323295
1075861,2105833
1075882,2180639
1075883,2180639
1075884,2180639
1075895,2180639
1075907,2180639
1075958,2323295
1075962,2323295
1075967,2072776
1075971,2118422
1075980,2118422
1075982,2118422
1075991,2323295
1076001,2072756
1076005,2323295
1076014,2323295
1076016,2323295
1076034,2323295
1076036,2323295
1076037,2098983
1076051,2323295
1076052,2323295
1076056,2118422
1076087,2323295
1076089,2095006
1076092,2095006
1076114,2180639
1076119,2095062
1076129,2118422
1076140,2122361
1076157,2323295
1076161,2094099
1076193,2323295
1076202,2323295
1076203,2323295
1076234,2180646
1076236,2097009
1076249,2323295
1076259,2118422
1076271,2323295
1076274,2323295
1076275,2323295
1076279,2323295
1076280,2323295
1076281,2072776
1076284,2360027
1076286,2323295
1076287,2323295
1076291,2323295
1076292,2180639
1076297,2323295
1076298,2323295
1076299,2118422
1076306,2323295
1076315,2323295
1076323,2323295
1076325,2299045
1076326,2345168
1076327,2345168
1076328,2323295
1076339,2093879
1076356,2118422
1076357,2323295
1076358,2323295
1076359,2323295
1076366,2323295
1076370,2118422
1076374,2323295
1076377,2118422
1076378,2323295
1076380,2323295
1076404,2118422
1076407,2118422
1076413,2118422
1076417,2072776
1076421,2118422
1076431,2323295
1076432,2118392
1076433,2118392
1076434,2118392
1076436,2118392
1076437,2118392
1076438,2118392
1076453,2323295
1076461,2323295
1076472,2098991
1076473,2098991
1076474,2098991
1076491,2072776
1076503,2180645
1076510,2119806
1076529,2323295
1076534,2119806
1076540,2345168
1076549,2095018
1076550,2095018
1076554,2118422
1076556,2072684
1076558,2093799
1076560,2095006
1076561,2119806
1076562,2119806
1076564,2180653
1076573,2323295
1076588,2093879
1076591,2093799
1076595,2345168
1076609,2323295
1076649,2323295
1076664,2093799
1076683,2119806
1076691,2323295
1076697,2119806
1076702,2323295
1076705,2323295
1076706,2323295
1076707,2323295
1076716,2323295
1076749,2119806
1076750,2323295
1076757,2323295
1076763,2323295
1076767,2323295
1076770,2180645
1076772,2180646
